Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,,,,,,,,,,,57,1530,,
2022,1008,10,,,,,,,,,,,,
2021,535,61,,,,,,,,,,,,
2020,331,131,,,,,,,,,140,613,,
2019,304,131,320,1423,294,1394,254,1431,217,1399,199,347,,
2018,180,283,194,1537,184,1506,158,1526,164,1480,399,63,,
2017,260,197,201,1536,183,1501,167,1525,149,1491,323,176,,
2016,174,329,137,1622,135,1577,128,1585,101,1567,223,335,,
2015,162,345,188,1550,183,1509,169,1518,119,1549,160,468,,
2014,129,421,132,1635,105,1619,136,1576,144,1506,200,374,,
2013,93,586,97,1690,94,1634,86,1663,120,1547,134,534,,
2012,205,233,260,1465,264,1406,209,1472,,,183,358,,
2011,1510,1,,,,,,,,,,,,
2010,548,46,,,,,,,,,748,44,,
2009,1223,3,,,,,,,,,,,,
2008,1051,7,,,,,,,,,,,,
2007,1065,6,,,,,,,,,912,24,,
2006,733,22,,,,,,,,,339,154,,
2005,535,42,,,,,,,,,687,43,,
2004,1463,1,,,,,,,,,1588,3,,
