Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,9,4,5,44.4%,4,2,2,50.0%,2013,2019,R128,6,0.91,8.5%,2.2%,68.1%,69.1%,45.5%,61.6%,35.1%,62.5%,46.4%
Roland Garros,6,Clay,9,3,6,33.3%,4,4,0,100.0%,2013,2019,R64,5,0.99,3.6%,1.5%,68.8%,67.2%,57.6%,64.2%,35.4%,57.1%,33.3%
Wimbledon,6,Grass,11,5,6,45.5%,2,1,1,50.0%,2013,2019,R128,3,0.90,10.4%,2.9%,68.1%,73.7%,40.8%,63.2%,33.1%,44.0%,27.3%
US Open,6,Hard,10,4,6,40.0%,3,1,2,33.3%,2013,2019,R64,6,0.91,6.1%,3.7%,60.8%,63.1%,47.2%,56.9%,39.2%,42.5%,31.4%
Davis Cup,4,,8,2,6,25.0%,7,4,3,57.1%,2005,2017,,4,0.78,5.2%,2.7%,68.0%,60.6%,43.4%,55.1%,34.9%,54.9%,40.9%
Moscow,2,Hard,6,4,2,66.7%,2,2,0,100.0%,2012,2013,R32,6,1.13,6.3%,1.9%,59.8%,74.2%,50.0%,64.5%,40.1%,55.6%,31.9%
