Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,32,26,6,81.3%,60-26,69.8%,473-361,56.7%,8-6,57.1%,31,87.4%,24.9%,9.5%,3.0%,67.2%,76.1%,55.1%,69.2%,38.4%,53.6%,1.25
Clay,12,9,3,75.0%,23-10,69.7%,185-139,57.1%,3-2,60.0%,12,88.3%,24.8%,6.3%,2.1%,65.5%,75.7%,55.8%,68.8%,39.9%,54.0%,1.28
Grass,6,5,1,83.3%,15-6,71.4%,114-78,59.4%,0-2,0.0%,6,85.4%,34.0%,14.1%,2.3%,69.5%,77.9%,50.3%,69.5%,43.4%,55.3%,1.42
Grand Slams,25,21,4,84.0%,58-23,71.6%,446-316,58.5%,3-6,33.3%,24,87.3%,29.3%,9.5%,2.7%,66.5%,75.6%,54.2%,68.5%,40.9%,54.4%,1.30
Masters,17,11,6,64.7%,24-16,60.0%,210-180,53.8%,4-3,57.1%,17,85.0%,22.1%,8.4%,3.0%,69.0%,75.8%,51.8%,68.4%,37.3%,52.3%,1.18
Other Tours,8,8,0,100.0%,16-3,84.2%,116-82,58.6%,4-1,80.0%,8,91.9%,22.3%,10.6%,2.3%,65.5%,80.0%,61.5%,73.6%,38.6%,55.3%,1.47
Best of 5,25,21,4,84.0%,58-23,71.6%,446-316,58.5%,3-6,33.3%,24,87.3%,29.3%,9.5%,2.7%,66.5%,75.6%,54.2%,68.5%,40.9%,54.4%,1.30
Best of 3,25,19,6,76.0%,40-19,67.8%,326-262,55.4%,8-4,66.7%,25,87.3%,22.2%,9.2%,2.8%,67.8%,77.1%,55.3%,70.1%,37.7%,53.3%,1.26
Finals,4,2,2,50.0%,5-7,41.7%,64-68,48.5%,2-2,50.0%,4,82.8%,12.5%,5.7%,2.2%,66.3%,74.3%,52.9%,67.1%,33.2%,50.2%,1.01
Semi-finals,8,4,4,50.0%,9-14,39.1%,111-116,48.9%,0-3,0.0%,8,82.3%,16.2%,8.9%,2.6%,68.6%,72.4%,48.4%,64.8%,31.3%,48.7%,0.89
Quarter-finals,8,8,0,100.0%,17-5,77.3%,127-98,56.4%,2-1,66.7%,8,88.7%,23.4%,8.7%,2.1%,69.3%,74.5%,57.4%,69.3%,37.3%,53.4%,1.21
vs Righties,42,34,8,81.0%,81-36,69.2%,638-487,56.7%,8-7,53.3%,41,87.3%,25.3%,9.3%,2.6%,68.1%,76.2%,54.6%,69.3%,38.9%,53.6%,1.27
vs Lefties,8,6,2,75.0%,17-6,73.9%,134-91,59.6%,3-3,50.0%,8,87.5%,30.8%,9.5%,3.2%,62.2%,76.6%,54.8%,68.4%,42.8%,55.4%,1.35
vs Top 10,9,5,4,55.6%,12-19,38.7%,146-160,47.7%,0-2,0.0%,9,80.6%,15.0%,6.1%,2.3%,67.0%,70.0%,49.3%,63.2%,31.6%,48.5%,0.86
