Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R16,L vs Draper,68.0%,47.1%,4.9%,2/3,2.21,15.9%,62.1%,41.5%,6.1%,2.12,26.2%,90.6%,55.2%,3.1%,2.35,0.0%
2026 Indian Wells R32,W vs Kovacevic,66.7%,51.6%,3.1%,3/0,2.39,16.7%,55.6%,40.0%,1.9%,2.43,26.7%,82.9%,61.8%,4.9%,2.31,0.0%
2026 Australian Open F,L vs Alcaraz,71.3%,38.9%,5.9%,2/4,2.18,8.6%,66.7%,34.1%,6.1%,2.21,12.3%,84.8%,46.4%,6.1%,2.10,0.0%
2026 Australian Open SF,W vs Sinner,59.4%,43.0%,6.8%,7/2,2.18,6.4%,54.0%,37.0%,3.0%,2.11,9.7%,80.6%,56.0%,19.4%,2.32,0.0%
2026 Australian Open QF,W vs Musetti,70.3%,53.3%,7.8%,3/2,2.37,22.1%,66.7%,53.8%,2.6%,2.18,34.1%,86.4%,52.6%,18.2%,2.63,3.7%
2026 Australian Open R32,W vs Van De Zandschulp,68.3%,56.3%,4.8%,5/0,2.70,8.5%,58.1%,55.6%,4.8%,2.61,13.5%,92.1%,57.1%,5.3%,2.86,0.0%
2025 Athens F,W vs Musetti,68.8%,50.0%,1.0%,0/1,2.39,20.9%,63.9%,53.8%,0.0%,2.39,31.0%,84.4%,44.4%,3.1%,2.40,4.0%
2025 Athens SF,W vs Hanfmann,66.7%,56.3%,4.2%,1/1,2.26,19.4%,60.0%,52.4%,2.9%,2.13,28.6%,84.6%,63.6%,7.7%,2.50,0.0%
2025 Athens R16,W vs Tabilo,72.6%,55.6%,3.2%,0/2,2.14,28.9%,70.2%,57.6%,0.0%,2.19,55.6%,85.7%,50.0%,14.3%,2.10,5.0%
2025 Shanghai SF,L vs Vacherot,56.1%,40.6%,7.0%,1/3,2.24,5.1%,48.6%,44.4%,2.7%,2.20,4.3%,87.5%,35.7%,18.8%,2.31,6.3%
2025 Shanghai R64,W vs Cilic,62.5%,42.9%,5.4%,1/2,2.35,7.0%,61.8%,33.3%,0.0%,2.26,8.0%,63.6%,57.1%,13.6%,2.47,5.6%
2025 US Open SF,L vs Alcaraz,67.4%,40.0%,3.4%,3/0,2.26,9.0%,62.0%,25.8%,2.0%,2.21,14.3%,78.4%,55.2%,5.4%,2.34,0.0%
2025 US Open QF,W vs Fritz,65.8%,44.2%,4.3%,3/2,2.25,5.3%,58.5%,31.6%,4.6%,2.18,8.5%,84.8%,56.4%,4.3%,2.38,0.0%
2025 US Open R16,W vs Struff,66.7%,59.6%,3.8%,3/0,-,0.0%,62.5%,60.0%,2.5%,-,0.0%,84.4%,59.3%,6.3%,-,0.0%
2025 US Open R64,W vs Svajda,75.7%,48.3%,0.9%,1/0,2.13,20.9%,75.9%,47.6%,1.2%,2.12,36.4%,82.8%,50.0%,0.0%,2.13,5.9%
2025 US Open R128,W vs Tien,76.4%,58.8%,3.4%,3/0,2.16,26.2%,84.2%,54.2%,1.8%,2.16,45.7%,80.0%,70.0%,8.0%,2.17,3.3%
2025 Wimbledon SF,L vs Sinner,57.5%,35.7%,5.5%,4/0,2.34,6.8%,50.0%,37.0%,3.7%,2.16,9.1%,88.2%,33.3%,11.8%,2.50,3.8%
2025 Wimbledon QF,W vs Cobolli,67.6%,55.2%,2.8%,4/0,1.86,33.3%,60.0%,44.4%,4.4%,1.90,48.8%,87.5%,69.0%,0.0%,1.80,4.3%
2025 Wimbledon R16,W vs De Minaur,85.0%,46.9%,3.5%,4/0,2.20,7.7%,85.5%,50.9%,3.2%,1.99,12.1%,91.5%,41.9%,4.3%,2.53,0.0%
2025 Wimbledon R32,W vs Kecmanovic,80.9%,59.7%,1.1%,1/0,2.17,18.6%,77.6%,55.6%,1.7%,2.10,26.7%,90.0%,66.7%,0.0%,2.35,0.0%
Career (652 matches),,70.6%,52.4%,2.8%,59.4%,2.18,18.5%,66.1%,48.7%,2.1%,2.15,25.0%,86.4%,57.5%,4.3%,2.24,8.0%
