Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,21,Hard,119,108,11,90.8%,56,36,20,64.3%,2005,2026,W,115,1.39,9.2%,2.9%,65.4%,75.5%,56.9%,69.1%,43.0%,66.9%,44.0%
Roland Garros,21,Clay,123,105,18,85.4%,45,28,17,62.2%,2005,2025,W,118,1.30,5.2%,2.1%,67.1%,71.9%,55.6%,66.5%,43.5%,65.5%,45.6%
Wimbledon,20,Grass,119,106,13,89.1%,72,48,24,66.7%,2005,2025,W,115,1.35,9.5%,2.8%,66.5%,77.8%,56.3%,70.6%,39.8%,68.0%,39.5%
US Open,19,Hard,111,96,15,86.5%,50,30,20,60.0%,2005,2025,W,110,1.30,7.3%,3.5%,63.7%,74.1%,55.5%,67.4%,42.6%,66.7%,45.6%
Olympics,5,,25,19,6,76.0%,9,6,3,66.7%,2008,2024,W,17,1.38,9.5%,1.8%,68.8%,76.1%,56.7%,70.1%,41.2%,66.7%,47.1%
Davis Cup,16,,49,41,8,83.7%,19,14,5,73.7%,2004,2024,,14,1.51,10.5%,2.9%,65.2%,78.2%,57.1%,70.9%,43.9%,65.9%,40.2%
Indian Wells Masters,17,Hard,66,54,12,81.8%,24,16,8,66.7%,2006,2026,W,65,1.28,6.0%,3.3%,63.2%,73.2%,55.2%,66.6%,42.6%,61.9%,43.5%
Shanghai Masters,11,Hard,50,43,7,86.0%,13,9,4,69.2%,2009,2025,W,50,1.42,8.6%,2.4%,66.6%,77.0%,57.5%,70.5%,41.9%,64.3%,41.8%
Geneva,2,Clay,7,6,1,85.7%,3,2,1,66.7%,2024,2025,W,7,1.32,6.7%,2.7%,65.7%,77.0%,53.7%,69.0%,41.0%,72.2%,39.7%
Madrid Masters,13,Clay,43,33,10,76.7%,20,10,10,50.0%,2006,2025,W,40,1.21,6.7%,3.1%,64.5%,75.7%,55.8%,68.6%,38.0%,68.2%,38.1%
Monte Carlo Masters,18,Clay,55,39,16,70.9%,6,5,1,83.3%,2006,2025,W,55,1.19,3.7%,3.1%,62.4%,67.6%,51.4%,61.5%,45.9%,59.1%,46.1%
Miami Masters,14,Hard,59,51,8,86.4%,17,13,4,76.5%,2006,2025,W,57,1.35,7.4%,3.3%,64.8%,73.1%,57.5%,67.6%,43.6%,68.4%,47.2%
