Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Indian Wells Masters R16,L vs Draper,26,29,0.9,13.2%,14.7%,22,27,0.8,12.7%,15.6%,11.0%,1.7%,1.4,19.8%,14.2%
2026 Indian Wells Masters R32,W vs Kovacevic,22,14,1.6,13.3%,8.4%,16,10,1.6,11.5%,7.2%,7.2%,4.3%,1.6,28.9%,18.1%
2026 Australian Open F,L vs Alcaraz,31,43,0.7,13.8%,19.2%,27,41,0.7,13.0%,19.8%,9.2%,3.4%,1.3,15.6%,12.1%
2026 Australian Open SF,W vs Sinner,41,25,1.6,14.0%,8.6%,29,22,1.3,11.6%,8.8%,10.0%,1.6%,2.4,23.3%,9.6%
2026 Australian Open QF,W vs Musetti,26,36,0.7,17.4%,24.2%,22,35,0.6,16.1%,25.5%,10.2%,5.1%,1.1,18.8%,16.8%
2026 Australian Open R32,W vs Van De Zandschulp,26,27,1.0,13.0%,13.5%,14,21,0.7,8.6%,12.9%,5.5%,2.5%,0.8,17.0%,22.5%
2025 Athens F,W vs Musetti,37,30,1.2,19.2%,15.5%,31,27,1.1,18.2%,15.9%,11.2%,5.3%,1.1,19.7%,18.1%
2025 Athens SF,W vs Hanfmann,18,14,1.3,18.2%,14.1%,9,14,0.6,10.7%,16.7%,1.2%,8.3%,0.9,19.2%,22.2%
2025 Athens R16,W vs Tabilo,26,13,2.0,21.5%,10.7%,13,13,1.0,12.6%,12.6%,11.7%,1.0%,0.6,9.9%,15.7%
2025 Shanghai Masters SF,L vs Vacherot,9,20,0.5,7.6%,16.9%,4,15,0.3,4.1%,15.3%,2.0%,2.0%,1.6,19.5%,11.9%
2025 Shanghai Masters R64,W vs Cilic,21,8,2.6,16.3%,6.2%,11,6,1.8,9.9%,5.4%,9.0%,0.9%,1.8,21.7%,12.4%
2025 US Open SF,L vs Alcaraz,27,42,0.6,14.8%,23.1%,23,37,0.6,14.0%,22.6%,4.3%,2.4%,1.1,24.2%,21.4%
2025 US Open QF,W vs Fritz,29,43,0.7,11.4%,16.9%,19,35,0.5,8.6%,15.9%,5.5%,3.2%,1.0,15.3%,14.9%
2025 US Open R16,W vs Struff,34,18,1.9,22.4%,11.8%,22,18,1.2,17.2%,14.1%,11.7%,4.7%,0.6,13.2%,21.1%
2025 US Open R64,W vs Svajda,47,32,1.5,21.5%,14.6%,37,28,1.3,19.1%,14.4%,12.4%,6.7%,1.2,16.4%,13.2%
2025 US Open R128,W vs Tien,26,27,1.0,14.2%,14.8%,19,23,0.8,11.6%,14.0%,7.9%,3.7%,0.4,8.7%,21.3%
2025 Wimbledon SF,L vs Sinner,23,29,0.8,13.9%,17.6%,11,29,0.4,8.0%,21.0%,5.8%,2.2%,1.5,20.0%,13.3%
2025 Wimbledon QF,W vs Cobolli,33,27,1.2,12.8%,10.5%,20,25,0.8,8.8%,11.1%,5.8%,3.1%,0.9,18.2%,20.5%
2025 Wimbledon R16,W vs De Minaur,39,51,0.8,16.1%,21.1%,32,46,0.7,14.2%,20.4%,6.2%,7.1%,0.7,12.0%,16.1%
2025 Wimbledon R32,W vs Kecmanovic,59,19,3.1,37.3%,12.0%,43,16,2.7,31.9%,11.9%,20.0%,11.9%,1.1,11.4%,10.8%
Career (789 matches),,21746,19955,1.1,16.3%,15.0%,17272,18291,0.9,14.4%,15.3%,7.2%,4.0%,0.8,15.2%,18.0%
