Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R32,L vs Popyrin,108.0,114.9,6.3,117.7,112.9,124,94,94.8,9.5,104.6,86.0,117,77
2024 US Open R64,W vs Djere,106.0,117.9,4.9,118.3,116.0,125,105,93.2,10.0,103.6,97.6,119,78
2024 US Open R128,W vs Albot,107.5,116.6,6.6,119.9,110.8,126,104,96.7,11.0,94.8,101.2,117,78
2024 Wimbledon F,L vs Alcaraz,113.7,118.7,4.4,120.7,117.0,126,107,100.1,6.9,103.6,101.7,114,90
2024 Wimbledon SF,W vs Musetti,111.5,118.6,4.9,120.3,115.9,127,95,95.1,9.0,98.6,100.3,117,83
2024 Wimbledon R16,W vs Rune,112.5,118.6,5.0,119.7,117.3,125,103,100.9,7.3,102.3,99.3,114,90
2024 Wimbledon R32,W vs Popyrin,112.4,117.6,4.5,118.9,116.3,125,105,99.9,9.0,103.5,95.0,115,76
2024 Wimbledon R64,W vs Fearnley,111.9,116.3,4.6,118.1,113.4,123,106,102.3,8.0,108.1,98.3,115,88
2024 Wimbledon R128,W vs Kopriva,109.8,114.9,4.9,118.3,111.3,123,105,98.2,8.8,105.5,104.5,112,85
2023 US Open F,W vs Medvedev,103.7,116.0,8.4,120.4,108.4,126,99,87.2,5.3,94.3,91.4,107,79
2023 US Open SF,W vs Shelton,109.5,116.3,8.7,120.1,109.5,125,83,93.7,6.4,96.1,95.0,111,82
2023 US Open QF,W vs Fritz,108.2,116.3,8.7,120.2,109.9,126,91,94.2,10.8,105.3,100.7,117,78
2023 US Open R16,W vs Gojo,107.6,115.2,8.5,120.2,110.5,126,96,90.1,9.3,100.8,92.7,105,77
2023 US Open R32,W vs Djere,106.0,113.2,8.4,117.6,107.6,125,92,91.0,7.9,98.6,89.7,108,80
2023 US Open R64,W vs Zapata Miralles,105.4,115.2,9.4,120.4,107.4,126,89,91.6,10.0,102.2,93.3,116,79
2023 US Open R128,W vs Muller,105.9,114.3,8.9,119.4,111.8,126,91,93.6,5.5,101.5,97.3,106,85
2023 Wimbledon F,L vs Alcaraz,111.3,118.2,5.4,119.6,116.0,127,106,98.5,8.9,99.4,100.4,120,83
2023 Wimbledon SF,W vs Sinner,108.7,118.4,6.0,121.8,114.2,126,104,95.3,10.2,101.1,98.7,118,78
2023 Wimbledon QF,W vs Rublev,108.2,118.6,6.6,121.6,113.7,126,97,90.6,8.8,91.7,94.8,109,78
2023 Wimbledon R16,W vs Hurkacz,111.1,117.7,6.0,119.9,113.9,128,104,93.3,10.2,97.0,99.3,116,79
Career (246 matches),,108.1,114.9,6.9,117.6,111.0,132,64,93.7,8.2,100.0,96.3,121,62
