Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,890,751,139,84.4%,1736-510,77.3%,12794-8631,59.7%,219-119,64.8%,850,87.2%,31.2%,8.0%,3.2%,64.2%,75.0%,56.1%,68.2%,41.8%,54.7%,1.31
Clay,367,294,73,80.1%,721-257,73.7%,5398-3777,58.8%,70-37,65.4%,347,82.1%,35.1%,5.0%,2.5%,65.8%,70.9%,54.1%,65.2%,43.6%,54.2%,1.25
Grass,147,126,21,85.7%,363-109,76.9%,2703-1922,58.4%,54-27,66.7%,145,89.7%,26.3%,9.7%,2.9%,66.5%,77.6%,55.7%,70.3%,39.7%,54.3%,1.33
Carpet,13,9,4,69.2%,19-9,67.9%,161-127,55.9%,4-3,57.1%,10,83.3%,23.2%,9.7%,2.9%,60.7%,73.2%,50.4%,64.2%,37.5%,51.0%,1.05
Grand Slams,463,406,57,87.7%,1221-334,78.5%,8897-5891,60.2%,140-80,63.6%,458,87.3%,32.2%,7.8%,2.8%,65.7%,74.8%,56.0%,68.4%,42.2%,54.8%,1.33
Masters,524,427,97,81.5%,872-302,74.3%,6566-4657,58.5%,109-53,67.3%,516,84.4%,31.4%,6.5%,3.1%,64.3%,73.1%,55.1%,66.6%,42.1%,54.1%,1.26
Other Tours,317,259,58,81.7%,535-173,75.6%,4008-2764,59.2%,66-41,61.7%,301,86.6%,31.2%,8.1%,3.2%,64.5%,74.7%,55.0%,67.7%,41.6%,54.4%,1.29
Best of 5,499,435,64,87.2%,1311-361,78.4%,9553-6351,60.1%,154-85,64.4%,462,87.4%,32.2%,7.8%,2.8%,65.7%,74.8%,56.0%,68.4%,42.2%,54.9%,1.33
Best of 3,918,745,173,81.2%,1528-524,74.5%,11503-8106,58.7%,193-101,65.6%,890,85.3%,31.0%,7.1%,3.1%,64.3%,73.8%,55.1%,67.1%,41.8%,54.2%,1.27
Finals,145,101,44,69.7%,245-146,62.7%,2093-1808,53.7%,43-27,61.4%,144,81.4%,25.1%,5.8%,2.8%,64.3%,71.3%,53.9%,65.1%,39.1%,51.9%,1.12
Semi-finals,200,145,55,72.5%,349-191,64.6%,2956-2357,55.6%,55-41,57.3%,196,84.6%,26.2%,7.0%,2.7%,65.2%,72.6%,54.1%,66.1%,39.4%,52.7%,1.16
Quarter-finals,227,188,39,82.8%,428-140,75.4%,3218-2273,58.6%,51-31,62.2%,217,85.9%,30.3%,6.9%,2.9%,65.1%,73.7%,54.8%,67.1%,41.5%,54.1%,1.26
vs Righties,1229,1035,194,84.2%,2481-749,76.8%,18341-12474,59.5%,305-165,64.9%,1171,86.6%,31.7%,7.5%,3.0%,64.8%,74.5%,55.5%,67.8%,42.0%,54.6%,1.31
vs Lefties,186,143,43,76.9%,354-136,72.2%,2691-1979,57.6%,42-21,66.7%,181,83.9%,30.5%,7.0%,2.6%,65.5%,72.5%,55.2%,66.5%,41.6%,53.9%,1.24
vs Top 10,390,267,123,68.5%,662-398,62.5%,5658-4792,54.1%,113-64,63.8%,376,82.5%,25.1%,6.3%,2.6%,64.9%,71.4%,53.9%,65.3%,39.0%,52.1%,1.12
