Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,8,4,4,50.0%,9-8,52.9%,71-70,50.4%,1-0,100.0%,8,63.4%,36.2%,3.5%,6.2%,64.5%,60.1%,47.7%,55.7%,43.1%,49.8%,0.97,QF (W35 Burnie)
2025,29,13,16,44.8%,30-30,50.0%,274-273,50.1%,3-4,42.9%,29,66.8%,34.1%,3.5%,6.3%,61.7%,64.0%,48.2%,58.0%,43.1%,50.3%,1.03,F (2x)
2024,56,33,23,58.9%,69-55,55.6%,599-559,51.7%,6-8,42.9%,2,39.1%,45.5%,0.0%,7.9%,58.6%,49.4%,38.1%,44.7%,45.5%,45.1%,0.82,F (2x)
2023,47,28,19,59.6%,65-38,63.1%,526-431,55.0%,4-5,44.4%,0,,,,,,,,,,,,W (W25 Istanbul)
2022,31,18,13,58.1%,42-34,55.3%,391-354,52.5%,6-7,46.2%,1,66.7%,10.0%,4.1%,8.2%,58.9%,58.1%,46.7%,53.4%,33.3%,44.1%,0.72,W (W25 Split)
2021,75,54,21,72.0%,111-51,68.5%,836-586,58.8%,4-10,28.6%,4,81.8%,48.5%,7.7%,1.0%,65.8%,72.1%,53.7%,65.8%,48.5%,56.4%,1.42,W (W15 Monastir)
2020,19,9,10,47.4%,23-22,51.1%,207-193,51.7%,1-1,50.0%,0,,,,,,,,,,,,SF (W15 Porto)
2019,63,45,18,71.4%,87-42,67.4%,671-472,58.7%,5-7,41.7%,0,,,,,,,,,,,,W (4x)
2018,28,21,7,75.0%,43-18,70.5%,318-224,58.7%,2-1,66.7%,0,,,,,,,,,,,,W (2x)
2017,8,4,4,50.0%,10-10,50.0%,103-92,52.8%,1-4,20.0%,0,,,,,,,,,,,,SF (Helsinki $15K)
2015,4,2,2,50.0%,4-5,44.4%,45-50,47.4%,1-2,33.3%,0,,,,,,,,,,,,R16 (2x)
2014,2,0,2,0.0%,0-4,0.0%,16-25,39.0%,0-1,0.0%,0,,,,,,,,,,,,R32 (2x)
Career,370,231,139,62.4%,493-317,60.9%,4057-3329,54.9%,34-50,40.5%,44,65.8%,35.6%,3.6%,6.0%,62.3%,63.0%,47.8%,57.2%,43.5%,50.3%,1.02,
