Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 W50+H Palma del RÃ­o QF,L vs Ngounoue,0.92,0.84,70.8,2.2,0.0%,55.6%,0.0%,60.0%,25.5%,52.2%
2019 W15 Savitaipale SF,W vs Saidenova,1.04,1.42,54.9,2.5,-,46.7%,-,76.0%,50.0%,59.3%
2019 W15 Savitaipale QF,W vs Hietaranta,1.23,2.11,31.4,2.0,-,68.0%,-,63.6%,60.0%,56.5%
2019 W15 Savitaipale R32,W vs Bizhukova,0.94,1.72,41.3,2.1,-,63.6%,-,73.7%,68.8%,46.9%
2019 W15 Parnu R32,W vs Nuudi,1.10,1.72,43.0,2.1,-,60.7%,-,76.0%,42.3%,58.3%
2019 W15 Madrid R32,L vs Adler,0.87,0.89,68.3,5.1,-,68.8%,-,52.5%,42.6%,36.5%
2019 W15 Montemor O Novo R32,L vs Cazeaux,0.90,0.82,68.3,2.0,-,51.2%,-,51.4%,45.2%,43.9%
2019 W15 Cantanhede QF,W vs Klincov,1.08,3.34,33.9,2.3,-,68.4%,-,100.0%,57.6%,51.5%
2019 W15 Cantanhede R32,W vs Villet,0.97,1.29,55.4,2.9,-,52.0%,-,52.2%,58.1%,69.0%
2019 W25 Obidos R32,L vs Grammatikopoulou,1.05,0.73,56.7,3.0,-,41.4%,-,56.0%,33.3%,39.4%
2019 W15 Sharm El Sheikh R32,L vs Kajuru,1.00,0.73,50.5,2.1,0.0%,50.0%,0.0%,33.3%,25.8%,60.0%
2019 W15 Sharm El Sheikh QF,L vs Cabaj Awad,0.99,0.70,56.9,3.0,8.0%,48.0%,0.0%,37.5%,39.4%,41.9%
2019 W15 Sharm El Sheikh R16,W vs Sawangkaew,1.14,1.70,44.6,2.0,0.0%,64.0%,0.0%,73.9%,65.8%,27.0%
2019 W15 Sharm El Sheikh R32,W vs Matusova,1.03,1.81,41.7,2.0,0.0%,64.0%,4.5%,72.7%,60.0%,52.2%
2019 W15 Sharm El Sheikh R32,L vs Paszek,0.87,0.81,70.5,3.0,0.0%,47.4%,0.0%,54.3%,40.9%,51.2%
2019 W15 Sharm El Sheikh R16,L vs Orpana,0.87,0.31,27.5,2.0,0.0%,21.1%,0.0%,37.5%,26.3%,25.0%
2019 W15 Sharm El Sheikh R32,W vs Stara,1.02,2.37,32.4,2.2,0.0%,86.4%,0.0%,63.2%,61.5%,52.0%
2019 W15 Stuttgart Stammheim SF,W vs Vismane,1.12,1.57,48.5,2.8,-,70.0%,-,65.4%,35.5%,55.2%
2019 W15 Stuttgart Stammheim QF,W vs Bukta,1.14,1.90,38.6,2.0,0.0%,70.4%,8.7%,69.6%,60.0%,38.1%
2019 W15 Stuttgart Stammheim R16,W vs Kajuru,0.94,1.51,47.9,3.2,-,60.0%,-,63.0%,63.0%,60.9%
2025 (1 matches),,0.92,0.84,70.8,2.2,0.0%,55.6%,0.0%,60.0%,25.5%,52.2%
2019 (19 matches),,1.00,1.19,50.6,2.4,0.4%,58.0%,0.6%,60.1%,48.8%,48.1%
2017 (5 matches),,1.02,1.00,67.3,3.4,4.4%,60.1%,1.0%,53.1%,39.6%,45.4%
2015 (1 matches),,1.05,1.23,70.5,16.2,0.0%,75.5%,0.0%,58.7%,37.5%,38.6%
2014 (1 matches),,0.77,0.59,36.6,2.0,0.0%,32.1%,0.0%,56.0%,48.4%,37.9%
Career (27 matches),,1.00,1.10,56.0,2.6,1.3%,58.5%,0.6%,58.2%,45.1%,46.9%
