Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Roland Garros,1,Clay,3,2,1,66.7%,1,1,0,100.0%,2022,2022,Q3,3,1.05,5.6%,9.0%,62.2%,63.3%,43.6%,55.8%,46.4%,60.5%,29.2%
Wimbledon,1,Grass,1,0,1,0.0%,0,0,0,-,2022,2022,Q1,1,0.78,4.1%,6.8%,60.3%,56.8%,41.4%,50.7%,38.5%,71.4%,28.6%
US Open,1,Hard,1,0,1,0.0%,1,0,1,0.0%,2022,2022,Q1,1,0.87,7.4%,9.9%,54.3%,63.6%,43.2%,54.3%,39.7%,55.6%,50.0%
Fed Cup,1,,4,4,0,100.0%,0,0,0,-,2020,2020,,4,1.39,6.8%,2.0%,64.9%,73.0%,55.7%,66.9%,46.0%,80.0%,39.0%
