Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2023 US Open R128,L vs Paul,62% (8/13),57% (4/7),1/1,0/0,55% (11/20),3/6,0/1,- (0/0),- (0/0)
2021 US Open R128,L vs Moutet,42% (11/26),33% (4/12),1/3,0/0,44% (4/9),1/4,1/2,40% (2/5),20% (1/5)
2021 Wimbledon R128,L vs Martinez,57% (12/21),45% (5/11),1/2,0/0,63% (10/16),1/4,0/1,- (0/0),- (0/0)
2021 Roland Garros R128,L vs De Minaur,48% (10/21),13% (2/16),0/0,0/0,29% (2/7),1/4,0/1,40% (2/5),33% (2/6)
2021 Australian Open R128,L vs Tiafoe,86% (6/7),50% (4/8),0/0,0/0,33% (4/12),3/6,1/2,50% (3/6),33% (2/6)
2021 Great Ocean Road Open F,L vs Sinner,35% (7/20),30% (3/10),0/0,0/0,43% (3/7),2/4,0/1,50% (3/6),20% (1/5)
2020 Roland Garros R32,L vs Nadal,63% (5/8),- (0/0),0/0,0/0,14% (1/7),0/3,0/1,- (0/0),- (0/0)
2020 Roland Garros R64,W vs Nishikori,59% (17/29),50% (7/14),3/5,1/2,56% (9/16),4/6,0/0,75% (6/8),38% (3/8)
2020 Roland Garros R128,W vs Andujar,59% (13/22),45% (5/11),3/6,1/1,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2020 US Open R128,L vs Thompson,71% (12/17),60% (3/5),1/2,0/0,73% (16/22),0/3,0/1,- (0/0),- (0/0)
2020 Australian Open R128,L vs Garin,67% (10/15),14% (1/7),0/0,0/0,56% (5/9),4/7,1/2,- (0/0),- (0/0)
2020 Atp Cup RR,L vs Khachanov,67% (6/9),67% (2/3),0/1,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2019 Stockholm R32,W vs Opelka,79% (15/19),33% (2/6),2/2,1/1,50% (1/2),1/2,0/0,- (0/0),- (0/0)
2019 Sopot CH F,W vs Horansky,63% (12/19),44% (4/9),2/2,1/1,50% (2/4),0/1,0/0,- (0/0),- (0/0)
2019 Sopot CH SF,W vs Lamasine,89% (8/9),45% (5/11),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 Sopot CH QF,W vs Safwat,88% (7/8),63% (5/8),2/4,1/2,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2019 Sopot CH R16,W vs Elias,67% (8/12),80% (4/5),2/4,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 Sopot CH R32,W vs Michalski,60% (6/10),75% (6/8),2/3,1/2,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 Gstaad R16,L vs Carballes Baena,50% (6/12),100% (1/1),0/0,0/0,25% (1/4),1/3,1/2,- (0/0),- (0/0)
2019 Umag QF,L vs Balazs,48% (11/23),50% (4/8),1/1,0/0,29% (2/7),0/3,0/1,25% (1/4),20% (1/5)
2023 (1 matches),,61.5%,57.1%,100.0%,-,55.0%,50.0%,0.0%,-,-
2021 (5 matches),,48.4%,31.6%,40.0%,-,45.1%,36.4%,28.6%,45.5%,27.3%
2020 (6 matches),,63.0%,45.0%,50.0%,66.7%,56.1%,38.1%,20.0%,75.0%,37.5%
2019 (35 matches),,62.2%,45.9%,64.0%,65.6%,59.4%,33.3%,39.1%,63.0%,40.7%
2018 (46 matches),,64.8%,37.4%,55.7%,51.9%,66.4%,51.0%,53.7%,65.7%,35.0%
Career (244 matches),,63.0%,42.7%,55.6%,58.6%,60.4%,44.4%,43.7%,61.5%,35.6%
