Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,48,17,31,35.4%,48-79,37.8%,609-668,47.7%,8-22,26.7%,48,75.9%,20.2%,9.3%,4.2%,55.4%,73.2%,48.3%,62.1%,35.2%,48.8%,0.93
Clay,31,11,20,35.5%,32-44,42.1%,366-403,47.6%,6-10,37.5%,31,74.1%,20.8%,6.6%,3.8%,55.5%,70.2%,48.1%,60.3%,36.2%,48.7%,0.91
Grass,6,1,5,16.7%,6-13,31.6%,94-110,46.1%,3-2,60.0%,6,74.0%,18.0%,9.9%,3.2%,55.3%,71.8%,45.8%,60.1%,32.7%,47.2%,0.82
Grand Slams,19,4,15,21.1%,24-48,33.3%,314-385,44.9%,5-7,41.7%,19,68.6%,21.2%,7.8%,4.3%,56.2%,69.0%,45.8%,58.9%,35.6%,47.5%,0.86
Masters,9,3,6,33.3%,8-12,40.0%,109-115,48.7%,2-5,28.6%,9,80.7%,17.6%,7.5%,3.4%,56.6%,73.0%,49.5%,62.8%,34.4%,49.2%,0.92
Other Tours,57,22,35,38.6%,54-76,41.5%,646-681,48.7%,10-22,31.3%,57,77.6%,20.1%,8.9%,4.0%,54.8%,73.4%,48.8%,62.3%,35.4%,49.1%,0.94
Best of 5,19,4,15,21.1%,24-48,33.3%,314-385,44.9%,5-7,41.7%,19,68.6%,21.2%,7.8%,4.3%,56.2%,69.0%,45.8%,58.9%,35.6%,47.5%,0.86
Best of 3,66,25,41,37.9%,62-88,41.3%,755-796,48.7%,12-27,30.8%,66,78.1%,19.8%,8.7%,3.9%,55.0%,73.4%,48.9%,62.4%,35.2%,49.1%,0.94
Finals,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,63.6%,27.3%,2.1%,5.3%,56.8%,61.1%,41.5%,52.6%,39.8%,46.6%,0.84
Semi-finals,1,1,0,100.0%,2-0,100.0%,12-7,63.2%,0-0,-,1,90.0%,33.3%,13.5%,4.1%,58.1%,79.1%,45.2%,64.9%,34.7%,52.8%,0.99
Quarter-finals,5,1,4,20.0%,3-9,25.0%,49-67,42.2%,0-2,0.0%,5,66.7%,19.3%,3.7%,5.6%,53.7%,68.1%,47.3%,58.4%,33.2%,46.0%,0.80
vs Righties,72,25,47,34.7%,75-115,39.5%,936-1013,48.0%,15-31,32.6%,72,76.1%,20.2%,8.3%,4.1%,55.2%,72.4%,48.5%,61.7%,35.2%,48.8%,0.92
vs Lefties,12,3,9,25.0%,9-21,30.0%,121-165,42.3%,2-3,40.0%,12,67.1%,18.0%,8.6%,3.3%,56.5%,68.3%,43.5%,57.5%,35.4%,46.6%,0.83
vs Top 10,5,1,4,20.0%,1-9,10.0%,43-60,41.7%,0-4,0.0%,5,76.0%,13.5%,8.6%,3.1%,62.1%,70.0%,45.2%,60.6%,27.4%,44.8%,0.69
