Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),142,444,173,1607,174,1558,149,1575,,,,,,
2025,194,308,203,1558,192,1521,178,1532,,,,,,
2024,221,259,281,1473,254,1458,226,1461,224,1404,504,98,,
2023,193,315,216,1527,181,1517,214,1475,,,,,,
2022,310,164,206,1541,178,1530,187,1517,169,1461,,,,
2021,78,846,81,1721,84,1661,63,1705,98,1574,,,,
2020,74,869,84,1711,95,1618,45,1723,,,376,123,,
2019,84,637,138,1635,138,1577,88,1647,122,1553,423,95,,
2018,133,426,138,1631,114,1622,134,1563,96,1577,279,177,,
2017,134,414,162,1588,156,1545,155,1537,109,1551,350,159,,
2016,326,146,,,,,,,,,,,,
2015,457,87,,,,,,,,,732,65,,
2014,198,247,261,1455,273,1372,221,1443,,,247,294,,
2013,374,110,288,1423,315,1318,246,1424,,,494,109,,
2012,607,39,,,,,,,,,,,,
2011,403,94,,,,,,,,,519,97,,
2010,492,65,,,,,,,,,1052,18,,
2009,995,8,,,,,,,,,1553,5,,
2008,1665,1,,,,,,,,,,,,
