Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,15,7,8,46.7%,8,1,7,12.5%,2015,2026,R64,15,0.96,10.5%,4.5%,54.1%,71.5%,51.3%,62.2%,36.1%,57.8%,40.8%
Roland Garros,6,Clay,12,6,6,50.0%,7,6,1,85.7%,2017,2024,R32,9,0.94,5.8%,3.0%,60.6%,69.7%,46.9%,60.7%,36.8%,51.3%,37.7%
Wimbledon,6,Grass,12,6,6,50.0%,3,3,0,100.0%,2017,2024,R128,6,0.83,10.2%,3.7%,56.5%,70.7%,47.6%,60.6%,32.6%,56.7%,39.0%
US Open,9,Hard,20,11,9,55.0%,15,6,9,40.0%,2014,2025,R64,17,1.01,8.1%,4.8%,52.0%,73.2%,52.3%,63.2%,37.0%,56.2%,37.7%
Geneva,2,Clay,4,2,2,50.0%,1,0,1,0.0%,2021,2023,R32,4,1.10,5.2%,3.3%,60.8%,71.3%,49.4%,62.7%,40.8%,38.5%,48.0%
Sofia,2,Hard,4,2,2,50.0%,1,1,0,100.0%,2019,2022,R32,4,0.89,9.9%,4.1%,47.6%,81.3%,45.8%,62.7%,33.3%,70.8%,16.7%
Umag,4,Clay,10,6,4,60.0%,4,3,1,75.0%,2018,2022,QF,10,1.00,7.6%,4.0%,52.1%,71.5%,45.3%,58.9%,41.1%,65.5%,42.6%
Monte Carlo Masters,3,Clay,5,2,3,40.0%,3,1,2,33.3%,2018,2022,R64,5,0.98,5.8%,2.4%,53.4%,72.9%,51.8%,63.0%,36.2%,61.8%,38.9%
Marseille,4,Hard,8,4,4,50.0%,10,5,5,50.0%,2018,2022,R16,8,1.06,14.7%,2.9%,58.7%,78.4%,51.3%,67.2%,34.8%,70.7%,28.0%
Pune,2,Hard,4,2,2,50.0%,4,1,3,25.0%,2020,2022,QF,4,0.97,8.8%,2.8%,55.5%,75.1%,59.9%,68.3%,30.7%,66.7%,41.7%
