Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,7,0,7,0.0%,3-15,16.7%,71-104,40.6%,0-2,0.0%,6,78.9%,5.1%,12.4%,5.7%,51.4%,80.8%,48.7%,65.2%,29.4%,47.1%,0.84
Clay,13,7,6,53.8%,16-16,50.0%,163-157,50.9%,3-3,50.0%,13,83.4%,18.5%,8.9%,2.8%,54.9%,74.9%,52.3%,64.7%,34.5%,49.8%,0.98
Grass,4,2,2,50.0%,4-6,40.0%,48-57,45.7%,1-1,50.0%,4,83.0%,11.1%,9.8%,4.5%,50.9%,76.0%,54.5%,65.5%,30.1%,48.2%,0.87
Grand Slams,6,3,3,50.0%,9-11,45.0%,99-109,47.6%,2-3,40.0%,6,82.5%,14.4%,10.3%,3.4%,54.6%,74.6%,50.6%,63.7%,33.7%,49.0%,0.93
Masters,8,3,5,37.5%,7-11,38.9%,86-93,48.0%,0-3,0.0%,8,86.5%,10.3%,10.5%,4.0%,51.7%,80.4%,53.6%,67.5%,31.5%,49.3%,0.97
Other Tours,9,3,6,33.3%,7-13,35.0%,90-104,46.4%,2-0,100.0%,9,77.7%,15.3%,9.2%,4.1%,53.1%,75.6%,51.3%,64.2%,31.5%,48.0%,0.88
Best of 5,6,3,3,50.0%,9-11,45.0%,99-109,47.6%,2-3,40.0%,6,82.5%,14.4%,10.3%,3.4%,54.6%,74.6%,50.6%,63.7%,33.7%,49.0%,0.93
Best of 3,18,6,12,33.3%,14-26,35.0%,183-209,46.7%,2-3,40.0%,17,82.0%,13.0%,9.8%,4.1%,52.4%,77.9%,52.4%,65.8%,31.5%,48.6%,0.92
Semi-finals,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,77.8%,0.0%,1.7%,5.1%,64.4%,63.2%,57.1%,61.0%,14.9%,40.6%,0.38
Quarter-finals,1,1,0,100.0%,2-1,66.7%,16-14,53.3%,0-0,-,1,86.7%,20.0%,11.9%,1.2%,51.2%,76.7%,61.0%,69.0%,33.3%,51.2%,1.08
vs Righties,22,7,15,31.8%,19-37,33.9%,258-308,45.6%,4-6,40.0%,21,81.0%,11.8%,9.9%,4.0%,53.6%,76.2%,51.1%,64.6%,31.5%,48.2%,0.89
vs Lefties,2,2,0,100.0%,4-0,100.0%,24-10,70.6%,0-0,-,2,100.0%,41.2%,11.0%,0.9%,47.7%,82.7%,61.4%,71.6%,44.4%,58.1%,1.56
