Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,
2025,23,9,14,39.1%,23-35,39.7%,275-306,47.3%,4-6,40.0%,23,82.2%,13.5%,10.0%,3.8%,53.2%,76.6%,51.8%,65.0%,32.3%,48.8%,0.92,SF (Geneva)
2024,39,16,23,41.0%,49-59,45.4%,529-567,48.3%,10-13,43.5%,39,78.4%,18.3%,10.2%,3.1%,56.8%,74.2%,50.2%,63.8%,34.7%,49.5%,0.96,F (Mallorca)
2023,27,13,14,48.1%,34-41,45.3%,359-393,47.7%,8-5,61.5%,26,73.2%,22.0%,7.2%,4.0%,57.3%,71.2%,47.5%,61.1%,37.4%,49.3%,0.96,SF (Astana)
2022,3,1,2,33.3%,3-6,33.3%,36-49,42.4%,0-0,-,3,69.0%,16.3%,4.4%,3.3%,54.8%,71.8%,41.5%,58.1%,33.9%,46.3%,0.81,R16 (Kitzbuhel)
2021,5,2,3,40.0%,5-6,45.5%,59-60,49.6%,1-2,33.3%,5,89.8%,13.1%,10.8%,3.3%,57.2%,78.0%,52.9%,67.3%,29.1%,49.5%,0.89,R16 (2x)
2020,2,1,1,50.0%,3-3,50.0%,32-32,50.0%,1-1,50.0%,2,67.7%,32.3%,5.6%,6.1%,54.9%,65.8%,45.8%,56.8%,41.8%,49.6%,0.97,R16 (Kitzbuhel)
2019,3,1,2,33.3%,2-4,33.3%,26-36,41.9%,2-0,100.0%,2,71.4%,10.0%,7.6%,4.8%,52.4%,69.7%,53.6%,62.1%,31.7%,48.0%,0.84,R16 (Kitzbuhel)
2018,4,1,3,25.0%,2-6,25.0%,31-43,41.9%,0-1,0.0%,4,75.0%,10.8%,11.1%,2.5%,62.8%,71.2%,50.0%,63.3%,27.2%,45.1%,0.74,R16 (Sao Paulo)
2017,8,5,3,62.5%,11-11,50.0%,105-104,50.2%,1-2,33.3%,8,81.0%,21.2%,7.4%,4.9%,55.9%,71.9%,49.7%,62.1%,36.2%,49.5%,0.96,SF (Kitzbuhel)
Career,115,49,66,42.6%,132-173,43.3%,1459-1602,47.7%,27-30,47.4%,112,77.9%,18.2%,9.0%,3.7%,56.2%,73.5%,49.7%,63.1%,34.7%,49.1%,0.94,
