Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,21,15,6,71.4%,34-15,69.4%,268-224,54.5%,8-3,72.7%,20,84.5%,24.0%,11.0%,3.2%,59.9%,77.1%,53.0%,67.5%,37.8%,52.1%,1.16,W (2x)
2025,9,5,4,55.6%,12-10,54.5%,108-107,50.2%,3-1,75.0%,9,70.4%,29.5%,5.7%,4.3%,53.8%,70.3%,44.4%,58.3%,40.9%,49.9%,0.98,QF (2x)
2024,1,0,1,0.0%,1-2,33.3%,16-14,53.3%,0-1,0.0%,1,86.7%,21.4%,4.5%,5.7%,61.4%,77.8%,52.9%,68.2%,36.1%,51.4%,1.13,R32 (Phoenix)
2023,50,37,13,74.0%,77-37,67.5%,618-505,55.0%,11-7,61.1%,50,80.1%,29.2%,7.3%,4.0%,56.9%,72.4%,52.2%,63.7%,40.7%,52.1%,1.12,W (Salzburg)
2022,33,19,14,57.6%,45-32,58.4%,404-360,52.9%,9-8,52.9%,33,81.6%,23.9%,7.9%,4.9%,57.1%,72.7%,54.4%,64.8%,37.8%,51.4%,1.07,W (Prague)
2021,28,13,15,46.4%,30-34,46.9%,325-322,50.2%,4-9,30.8%,28,78.6%,22.4%,9.4%,4.1%,59.9%,71.3%,49.0%,62.4%,37.1%,49.7%,0.99,F (Nur-Sultan 2)
2020,22,10,12,45.5%,23-26,46.9%,235-262,47.3%,9-4,69.2%,22,73.9%,18.7%,7.6%,5.1%,57.7%,72.0%,48.0%,61.8%,34.7%,48.5%,0.91,F (Hamburg)
2019,47,26,21,55.3%,57-52,52.3%,551-535,50.7%,12-13,48.0%,47,81.4%,20.0%,11.1%,5.3%,58.3%,74.6%,51.9%,65.1%,36.5%,50.6%,1.05,W (Puerto Vallarta)
2018,38,20,18,52.6%,45-42,51.7%,417-419,49.9%,4-9,30.8%,38,76.4%,24.6%,8.6%,5.4%,55.5%,72.5%,48.0%,61.6%,39.4%,50.5%,1.03,W (Astana)
2017,30,15,15,50.0%,35-33,51.5%,327-327,50.0%,5-3,62.5%,30,76.0%,23.4%,9.8%,5.2%,54.0%,72.5%,50.6%,62.4%,38.7%,50.3%,1.03,F (Mestre)
2016,2,0,2,0.0%,0-4,0.0%,17-25,40.5%,0-1,0.0%,2,76.2%,5.0%,7.1%,6.3%,59.1%,72.0%,48.1%,62.2%,30.2%,46.1%,0.80,R32 (2x)
Career,281,160,121,56.9%,359-287,55.6%,3286-3100,51.5%,65-59,52.4%,280,79.0%,23.7%,8.9%,4.7%,57.2%,73.0%,50.7%,63.5%,38.1%,50.7%,1.04,
