Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,11,3,8,27.3%,1,0,1,0.0%,1999,2008,Q2,0,,,,,,,,,,
Roland Garros,5,Clay,8,3,5,37.5%,3,3,0,100.0%,2001,2007,Q3,0,,,,,,,,,,
Wimbledon,8,Grass,10,2,8,20.0%,6,2,4,33.3%,2000,2008,Q2,0,,,,,,,,,,
US Open,10,Hard,20,10,10,50.0%,5,2,3,40.0%,1998,2008,R128,1,0.60,0.0%,5.4%,55.4%,54.8%,28.0%,42.9%,34.2%,50.0%,50.0%
Fed Cup,3,,10,4,6,40.0%,2,2,0,100.0%,2004,2007,,0,,,,,,,,,,
Budapest,8,Clay,16,8,8,50.0%,5,3,2,60.0%,1996,2008,R32,1,0.59,3.7%,9.3%,64.8%,62.9%,26.3%,50.0%,29.5%,50.0%,33.3%
Doha,6,Hard,14,8,6,57.1%,2,1,1,50.0%,2001,2008,Q3,0,,,,,,,,,,
Dubai,5,Hard,10,5,5,50.0%,1,1,0,100.0%,2001,2008,R32,1,0.57,3.5%,5.3%,50.9%,58.6%,32.1%,45.6%,30.8%,44.4%,0.0%
Casablanca,2,Clay,5,3,2,60.0%,0,0,0,-,2001,2004,R32,0,,,,,,,,,,
Palermo,2,Clay,3,1,2,33.3%,1,0,1,0.0%,1995,2007,R16,0,,,,,,,,,,
Zurich,2,Hard,3,1,2,33.3%,0,0,0,-,2006,2007,Q2,0,,,,,,,,,,
