Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,2,1,1,50.0%,2-2,50.0%,18-13,58.1%,0-0,-,0,,,,,,,,,,,,R16 (Dubai 75K)
2010,1,0,1,0.0%,1-2,33.3%,16-17,48.5%,0-1,0.0%,0,,,,,,,,,,,,R32 (Dubai 10K)
2008,25,12,13,48.0%,30-28,51.7%,259-261,49.8%,1-3,25.0%,0,,,,,,,,,,,,SF (Rousse 25K)
2007,50,34,16,68.0%,69-37,65.1%,528-421,55.6%,4-4,50.0%,0,,,,,,,,,,,,W (3x)
2006,41,29,12,70.7%,59-31,65.6%,450-376,54.5%,5-5,50.0%,0,,,,,,,,,,,,W (3x)
2005,70,45,25,64.3%,96-69,58.2%,805-704,53.3%,7-6,53.8%,0,,,,,,,,,,,,F (6x)
2004,27,16,11,59.3%,32-24,57.1%,271-246,52.4%,3-2,60.0%,0,,,,,,,,,,,,F (Seville 25K)
2003,36,24,12,66.7%,49-30,62.0%,388-311,55.5%,2-4,33.3%,0,,,,,,,,,,,,W (2x)
2002,24,12,12,50.0%,25-29,46.3%,237-259,47.8%,2-3,40.0%,0,,,,,,,,,,,,F (Cairo 25K)
2001,30,19,11,63.3%,41-31,56.9%,340-319,51.6%,3-1,75.0%,0,,,,,,,,,,,,W (Joue les Tours 25K)
2000,48,32,16,66.7%,65-41,61.3%,516-451,53.4%,8-2,80.0%,0,,,,,,,,,,,,W (2x)
1999,41,25,16,61.0%,48-33,59.3%,386-325,54.3%,3-3,50.0%,0,,,,,,,,,,,,W (2x)
1998,44,31,13,70.5%,59-32,64.8%,440-334,56.8%,4-2,66.7%,0,,,,,,,,,,,,W (2x)
1997,28,17,11,60.7%,36-26,58.1%,304-255,54.4%,3-1,75.0%,0,,,,,,,,,,,,W (Madrid 10K)
1996,16,9,7,56.3%,20-14,58.8%,165-123,57.3%,0-2,0.0%,0,,,,,,,,,,,,SF (2x)
1995,17,11,6,64.7%,24-17,58.5%,200-179,52.8%,4-1,80.0%,0,,,,,,,,,,,,W (ITF Mallorca 1)
1994,15,13,2,86.7%,26-9,74.3%,199-153,56.5%,4-2,66.7%,0,,,,,,,,,,,,W (ITF Mali Losin)
Career,515,330,185,64.1%,682-455,60.0%,5522-4747,53.8%,53-42,55.8%,0,,,,,,,,,,,,
