Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1987,1,0,1,0.0%,0-3,0.0%,11-18,37.9%,1-0,100.0%,0,,,,,,,,,,,,R128 (Australian Open)
1986,9,2,7,22.2%,4-13,23.5%,66-95,41.0%,1-2,33.3%,0,,,,,,,,,,,,R32 (5x)
1985,13,3,10,23.1%,10-21,32.3%,137-168,44.9%,4-6,40.0%,0,,,,,,,,,,,,R16 (Atlanta)
1984,34,13,21,38.2%,31-39,44.3%,321-348,48.0%,6-12,33.3%,0,,,,,,,,,,,,F (Richmond WCT)
1983,49,25,24,51.0%,54-46,54.0%,497-472,51.3%,9-19,32.1%,0,,,,,,,,,,,,F (Richmond WCT)
1982,66,43,23,65.2%,82-62,56.9%,703-628,52.8%,22-14,61.1%,0,,,,,,,,,,,,F (3x)
1981,37,20,17,54.1%,33-35,48.5%,320-317,50.2%,14-16,46.7%,0,,,,,,,,,,,,F (Australian Open)
1980,3,0,3,0.0%,0-6,0.0%,17-38,30.9%,0-0,-,0,,,,,,,,,,,,R32 (3x)
1979,9,2,7,22.2%,6-12,33.3%,68-98,41.0%,1-3,25.0%,0,,,,,,,,,,,,R16 (2x)
1978,4,1,3,25.0%,3-6,33.3%,38-47,44.7%,0-1,0.0%,0,,,,,,,,,,,,R32 (3x)
Career,225,109,116,48.4%,223-243,47.9%,2178-2229,49.4%,58-73,44.3%,0,,,,,,,,,,,,
