Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,2,0,2,0.0%,1,1,0,100.0%,2024,2026,Q1,2,0.72,5.8%,1.8%,68.4%,62.4%,40.7%,55.6%,31.9%,52.6%,37.5%
Roland Garros,1,Clay,1,0,1,0.0%,0,0,0,-,2024,2024,Q1,1,0.62,0.0%,3.8%,67.3%,48.6%,35.3%,44.2%,34.7%,28.6%,33.3%
Wimbledon,1,Grass,1,0,1,0.0%,0,0,0,-,2024,2024,Q1,1,0.82,3.9%,4.9%,61.2%,58.7%,40.0%,51.5%,40.0%,50.0%,57.1%
US Open,1,Hard,1,0,1,0.0%,0,0,0,-,2024,2024,Q1,1,0.91,0.0%,4.1%,57.5%,64.3%,22.6%,46.6%,48.5%,41.7%,55.6%
Fed Cup,3,,11,5,6,45.5%,2,1,1,50.0%,2018,2020,,11,0.95,3.0%,1.6%,71.5%,55.9%,49.2%,54.0%,43.6%,52.2%,50.7%
Oeiras 125,2,Clay,4,2,2,50.0%,0,0,0,-,2024,2025,QF,4,0.94,2.7%,1.0%,66.0%,51.5%,52.0%,51.7%,45.2%,51.3%,41.5%
