Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,13,7,6,53.8%,15-14,51.7%,129-120,51.8%,1-2,33.3%,13,60.0%,43.8%,2.3%,3.5%,61.5%,60.4%,46.1%,54.9%,46.2%,50.5%,1.02,QF (2x)
2025,51,29,22,56.9%,65-54,54.6%,582-522,52.7%,5-7,41.7%,50,66.1%,39.4%,2.6%,3.1%,59.2%,62.1%,48.2%,56.5%,45.3%,50.8%,1.04,W (W50 Guimaraes)
2024,47,23,24,48.9%,53-52,50.5%,482-477,50.3%,6-3,66.7%,12,53.8%,37.4%,2.0%,2.6%,60.6%,57.3%,42.0%,51.3%,45.6%,48.5%,0.94,W (W75 Guimaraes)
2023,67,40,27,59.7%,91-64,58.7%,784-654,54.5%,10-8,55.6%,0,,,,,,,,,,,,W (W25 Mogi das Cruzes)
2022,54,35,19,64.8%,74-43,63.2%,591-450,56.8%,5-2,71.4%,0,,,,,,,,,,,,W (W25 Cantanhede)
2021,37,17,20,45.9%,41-46,47.1%,399-416,49.0%,3-6,33.3%,0,,,,,,,,,,,,SF (W25 Montemor-O-Novo)
2020,23,11,12,47.8%,25-29,46.3%,243-252,49.1%,1-3,25.0%,0,,,,,,,,,,,,F (2x)
2019,46,27,19,58.7%,60-45,57.1%,496-422,54.0%,3-5,37.5%,0,,,,,,,,,,,,W (W15 Lousada)
2018,33,21,12,63.6%,44-31,58.7%,360-316,53.3%,7-2,77.8%,0,,,,,,,,,,,,W (2x)
2017,20,9,11,45.0%,19-24,44.2%,176-209,45.7%,2-1,66.7%,0,,,,,,,,,,,,QF (Lisbon $15K)
2016,8,3,5,37.5%,7-11,38.9%,71-95,42.8%,2-1,66.7%,0,,,,,,,,,,,,SF (Ponta Delgada Azores $10K)
Career,399,222,177,55.6%,494-413,54.5%,4313-3933,52.3%,45-40,52.9%,75,63.2%,39.8%,2.4%,3.1%,59.8%,61.1%,47.0%,55.4%,45.5%,50.4%,1.02,
