Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
4,Maryna Zanevska [BEL],1,3,25.0%,2,1,1,50.0%,2012,2019,0,,,,,,,,,,
4,Basak Eraydin [TUR],0,4,0.0%,2,0,2,0.0%,2009,2018,1,0.93,0.0%,8.3%,66.7%,56.3%,33.3%,48.6%,47.6%,50.0%,45.5%
4,Andrea Gamiz [VEN],2,2,50.0%,0,0,0,-,2012,2015,0,,,,,,,,,,
4,Anne Schaefer [GER],0,4,0.0%,1,0,1,0.0%,2011,2015,0,,,,,,,,,,
4,Kristina Kucova [SVK],2,2,50.0%,2,2,0,100.0%,2010,2012,0,,,,,,,,,,
3,Yasmine Kabbaj [MAR],2,1,66.7%,1,1,0,100.0%,2026,2026,2,1.15,0.0%,8.6%,51.5%,60.7%,41.8%,51.5%,55.6%,51.9%,59.3%
3,Ilay Yoruk [TUR],1,2,33.3%,0,0,0,-,2024,2024,0,,,,,,,,,,
3,Dalila Jakupovic [SLO],2,1,66.7%,0,0,0,-,2011,2017,2,1.04,1.0%,5.2%,55.7%,59.3%,58.1%,58.8%,43.0%,40.0%,50.0%
3,Olivia Rogowska [AUS],1,2,33.3%,0,0,0,-,2011,2017,0,,,,,,,,,,
3,Paula Ormaechea [ARG],3,0,100.0%,2,1,1,50.0%,2015,2017,1,1.07,1.8%,4.4%,76.1%,59.3%,40.7%,54.9%,48.2%,27.3%,45.0%
3,Diana Marcinkevica [LAT],2,1,66.7%,0,0,0,-,2011,2017,0,,,,,,,,,,
3,Magda Linette [POL],0,3,0.0%,0,0,0,-,2013,2017,1,0.59,1.3%,9.1%,53.2%,58.5%,36.1%,48.1%,30.6%,64.3%,100.0%
3,Virginie Razzano [FRA],2,1,66.7%,1,1,0,100.0%,2015,2017,1,0.63,0.0%,9.3%,58.1%,52.0%,33.3%,44.2%,35.3%,37.5%,40.0%
3,Heather Watson [GBR],1,2,33.3%,0,0,0,-,2010,2017,0,,,,,,,,,,
3,Priscilla Hon [AUS],2,1,66.7%,1,0,1,0.0%,2014,2017,0,,,,,,,,,,
