Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W80 Cagnes Sur Mer R32,L vs Di Giuseppe,0.91,0.66,43.0,2.1,0.0%,37.9%,0.0%,52.0%,37.5%,43.8%
2019 W25 Calvi QF,W vs Lechemia,1.19,1.40,52.0,2.5,0.0%,74.2%,0.0%,56.7%,41.9%,38.7%
2019 W25 Calvi R32,W vs Reix,0.99,1.60,37.8,2.0,0.0%,75.0%,0.0%,38.9%,59.3%,72.0%
2019 W60 Croissy Beaubourg R32,L vs Zanevska,0.90,0.74,59.7,2.2,6.1%,51.5%,0.0%,42.9%,46.5%,39.5%
2019 W15 Gonesse QF,L vs Molinaro,0.84,0.91,89.5,18.4,0.0%,59.0%,1.8%,55.4%,47.6%,45.0%
2019 W15 Gonesse R16,W vs Rakotomalala,1.07,1.35,52.5,2.7,0.0%,54.3%,3.1%,56.3%,50.0%,63.3%
2019 W15 Gonesse R32,W vs Sall,0.92,2.16,37.3,2.0,0.0%,81.8%,0.0%,66.7%,66.7%,52.4%
2019 W25 Surprise AZ R32,L vs Govortsova,0.91,0.80,61.9,2.4,4.5%,36.4%,0.0%,53.8%,46.5%,51.3%
2019 W25 Petit Bourg Guadeloupe SF,L vs Radwanska,0.83,0.44,28.1,2.0,0.0%,35.0%,0.0%,25.0%,29.6%,45.8%
2019 W25 Petit Bourg Guadeloupe QF,W vs Burrage,1.15,1.09,96.2,14.9,3.1%,49.2%,0.0%,60.9%,42.9%,42.6%
2019 W25 Petit Bourg Guadeloupe R32,W vs Codino,0.92,1.73,41.2,2.0,8.7%,69.6%,0.0%,63.6%,52.0%,73.9%
2017 Mumbai QF,L vs Jakupovic,0.96,0.47,40.2,2.0,0.0%,43.5%,0.0%,52.2%,36.4%,14.3%
2017 Mumbai R32,W vs Hibi,0.93,2.00,35.5,2.0,0.0%,70.0%,0.0%,70.6%,76.9%,50.0%
2017 Bendigo $60K R16,L vs Tomic,0.92,0.94,89.7,4.0,2.2%,40.0%,4.8%,54.8%,44.2%,63.4%
2017 Bendigo $60K R32,W vs Tjandramulia,1.03,1.23,58.5,3.5,0.0%,51.1%,6.8%,65.9%,46.7%,53.7%
2017 Canberra $60K R16,L vs Rogowska,1.00,0.73,53.0,2.7,3.0%,39.4%,6.5%,48.4%,48.4%,32.1%
2017 Canberra $60K R32,W vs Hives,1.05,1.17,70.1,4.4,1.8%,54.4%,5.4%,55.4%,43.6%,58.0%
2017 Santa Margherita Di Pula $25K QF,L vs Ivakhnenko,0.86,0.74,52.7,3.1,0.0%,60.0%,0.0%,43.8%,41.7%,41.2%
2017 Santa Margherita Di Pula $25K R16,W vs Poznikhirenko,1.02,1.44,44.2,2.1,0.0%,57.7%,4.0%,56.0%,60.0%,61.3%
2017 Santa Margherita Di Pula $25K QF,W vs Ormaechea,1.04,1.22,78.6,6.6,0.0%,65.9%,2.4%,50.0%,48.9%,50.0%
2019 (11 matches),,0.97,1.03,62.1,2.6,2.1%,55.0%,0.6%,54.1%,46.7%,49.6%
2017 (31 matches),,1.01,1.01,54.9,2.5,0.8%,51.6%,1.9%,53.9%,47.0%,47.6%
2016 (33 matches),,1.01,1.02,55.0,2.7,0.5%,52.4%,0.9%,54.0%,46.1%,48.8%
2015 (23 matches),,1.01,1.05,61.8,3.0,2.0%,55.8%,1.2%,55.6%,48.6%,43.4%
2014 (9 matches),,1.00,0.91,59.6,2.9,1.4%,50.8%,2.7%,51.6%,43.1%,46.5%
Career (135 matches),,1.00,1.03,56.7,2.6,1.1%,53.9%,1.3%,54.2%,47.3%,47.4%
