Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2014 Roland Garros R128,L vs Williams,17.9%,19.6%,34.8%,19.4%,19.4%,34.5%,35.0%,37.5%,50.0%,15.0%,20.0%,35.3%,0.0%,53.8%,50.0%,-104
Career (1 matches),,17.9%,19.6%,34.8%,19.4%,19.4%,34.5%,35.0%,37.5%,50.0%,15.0%,20.0%,35.3%,0.0%,53.8%,50.0%,-104
