Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W60 Ashland KY Q1,W vs Turner,63% (5/8),100% (5/5),0/0,0% (0/7),- (0/0),3/3,0/0,0/0,0/0,0/0
2019 W25 Naiman R16,L vs Naydenova,29% (4/14),75% (3/4),1/5,50% (7/14),14% (1/7),1/1,0/0,1/2,0/0,0/1
2019 W25 Shenzhen Q2,W vs Uberoi,78% (7/9),86% (6/7),3/3,50% (5/10),40% (2/5),3/4,0/2,0/0,0/1,0/0
2019 W25 Hong Kong R16,L vs Kobori,18% (2/11),50% (1/2),0/3,40% (4/10),0% (0/4),0/0,0/0,0/2,0/0,0/1
2019 W60 Luan Q1,W vs Takahata,88% (7/8),86% (6/7),2/2,38% (3/8),33% (1/3),4/5,1/1,0/0,0/0,0/0
2019 W80 Palm Harbor FL R32,L vs Udvardy,20% (2/10),100% (2/2),2/4,56% (5/9),20% (1/5),0/2,0/0,1/1,0/0,1/1
2019 W80 Palm Harbor FL Q1,W vs Pulchartova,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,0/0,0/0
2019 W25 Surprise AZ R32,L vs Lee,43% (6/14),67% (4/6),3/7,71% (10/14),20% (2/10),1/4,0/1,2/3,0/0,1/1
2019 W25 Daytona Beach FL R32,L vs Salden,40% (4/10),50% (2/4),1/4,50% (5/10),20% (1/5),0/2,0/0,1/1,0/0,1/1
2017 Cucuta $15K F,L vs Herazo Gonzalez,50% (4/8),75% (3/4),2/5,88% (7/8),0% (0/7),0/3,0/0,0/2,0/0,0/1
2017 Cucuta $15K SF,W vs Zeballos,100% (7/7),100% (7/7),2/2,29% (2/7),0% (0/2),5/6,1/1,0/0,0/0,0/0
2017 Cucuta $15K QF,W vs Lucero,54% (7/13),100% (7/7),1/4,38% (5/13),0% (0/5),3/5,0/0,1/2,0/0,0/0
2017 Cucuta $15K R16,W vs Cartwright,60% (6/10),100% (6/6),1/2,22% (2/9),0% (0/2),4/5,1/2,0/0,0/0,0/0
2017 Cucuta $15K R32,W vs Toma,86% (6/7),100% (6/6),0/0,0% (0/6),- (0/0),4/4,0/0,0/0,0/0,0/0
2017 Pereira $15K SF,L vs Herazo Gonzalez,13% (1/8),0% (0/1),0/3,71% (5/7),20% (1/5),0/0,0/0,1/2,0/0,1/1
2017 Pereira $15K QF,W vs Weedon,47% (7/15),100% (7/7),3/6,44% (7/16),14% (1/7),4/7,2/3,1/1,1/2,0/0
2017 Pereira $15K R32,W vs Silva Aragon,75% (6/8),83% (5/6),1/2,22% (2/9),0% (0/2),4/5,2/2,0/0,1/1,0/0
2017 Hilton Head Island SC $15K R32,L vs Turati,44% (4/9),50% (2/4),1/4,56% (5/9),0% (0/5),0/2,0/0,2/3,0/0,1/1
2017 Charleston SC $15K SF,L vs Gonzalez,56% (5/9),60% (3/5),1/5,78% (7/9),14% (1/7),1/3,0/0,0/1,0/0,0/1
2017 Charleston SC $15K QF,W vs Navarro,45% (5/11),100% (5/5),3/4,64% (7/11),43% (3/7),3/5,1/2,1/1,0/1,0/0
2019 (9 matches),,46.2%,81.0%,42.9%,44.9%,22.5%,64.0%,40.0%,55.6%,0.0%,60.0%
2017 (22 matches),,55.3%,83.2%,38.6%,52.0%,16.1%,67.8%,76.5%,52.2%,50.0%,33.3%
2016 (11 matches),,52.3%,80.7%,40.8%,59.1%,18.5%,51.3%,40.0%,40.0%,50.0%,66.7%
2015 (10 matches),,47.5%,83.0%,30.4%,58.6%,15.5%,53.1%,40.0%,57.1%,25.0%,60.0%
2014 (2 matches),,30.0%,83.3%,11.1%,59.1%,7.7%,60.0%,100.0%,25.0%,-,0.0%
Career (55 matches),,51.4%,82.6%,37.4%,53.9%,16.9%,60.8%,56.1%,50.0%,35.3%,47.6%
