Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),162,448,174,1600,153,1579,167,1533,193,1411,705,81,,
2025,259,280,230,1524,207,1508,198,1495,226,1373,1199,25
2024,241,296,273,1456,266,1417,212,1454,202,1392,339,219
2023,87,807,124,1647,132,1585,98,1615,139,1485,,
2022,197,333,190,1530,192,1490,215,1418,,,,
2021,378,155,,,,,,,,,,
2020,479,88,,,,,,,,,444,153
2019,424,99,287,1370,276,1349,261,1334,,,509,103
2018,313,140,232,1383,219,1396,208,1337,,,647,31
2017,150,385,163,1532,159,1499,158,1451,158,1405,137,518
2016,198,281,,,,,,,,,,
2015,995,9,,,,,,,,,,
