Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,7,3,4,42.9%,3,1,2,33.3%,2017,2024,R128,7,0.96,5.9%,5.5%,58.4%,66.5%,45.5%,57.8%,40.5%,51.1%,39.6%
Roland Garros,4,Clay,10,6,4,60.0%,1,1,0,100.0%,2017,2024,R32,7,1.10,2.7%,2.9%,67.0%,61.4%,43.5%,55.5%,49.1%,54.0%,58.3%
Wimbledon,4,Grass,6,2,4,33.3%,2,1,1,50.0%,2017,2025,Q2,5,0.97,7.6%,4.1%,68.3%,66.5%,39.8%,58.1%,40.8%,47.2%,37.2%
US Open,7,Hard,9,2,7,22.2%,1,0,1,0.0%,2016,2025,R64,9,0.85,4.6%,8.4%,56.3%,65.5%,40.8%,54.7%,38.5%,52.2%,43.4%
Indian Wells,4,Hard,11,6,5,54.5%,2,0,2,0.0%,2017,2026,R32,11,1.06,5.2%,6.1%,56.8%,69.2%,49.7%,60.7%,41.6%,63.3%,39.6%
Austin,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2023,2026,Q1,2,0.86,5.1%,3.7%,64.0%,50.6%,40.8%,47.1%,45.3%,40.0%,40.0%
Midland 125,2,Hard,5,3,2,60.0%,1,0,1,0.0%,2022,2026,R16,5,1.06,4.2%,3.7%,64.0%,68.6%,49.0%,61.5%,40.7%,71.7%,42.6%
Guadalajara 125,2,Hard,5,3,2,60.0%,1,0,1,0.0%,2024,2025,SF,5,1.00,7.4%,7.4%,58.2%,70.4%,50.4%,62.0%,37.9%,47.6%,48.1%
Charleston,5,Clay,9,4,5,44.4%,5,3,2,60.0%,2017,2024,R64,9,0.99,2.9%,3.8%,60.9%,63.2%,47.9%,57.2%,42.3%,50.6%,37.2%
Miami,2,Hard,2,0,2,0.0%,0,0,0,-,2017,2024,Q1,2,0.90,2.6%,6.8%,62.1%,65.3%,51.4%,60.0%,36.2%,47.1%,27.3%
