Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),193,378,195,1572,169,1562,220,1464,,,204,394,,
2025,275,254,256,1502,246,1470,235,1438,,,220,390
2024,204,343,266,1461,287,1398,220,1441,239,1328,190,404
2023,177,419,235,1476,265,1377,182,1494,224,1337,,
2022,235,273,232,1469,310,1306,155,1515,207,1360,,
2021,720,46,,,,,,,,,,
