Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 W50 Selva Gardena F,L vs Kubka,18% (2/11),50% (1/2),1/2,50% (5/10),40% (2/5),1/1,0/0,1/2,0/0,0/0
2025 W50 Selva Gardena SF,W vs Naef,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,1/1,0/0
2025 W50 Selva Gardena QF,W vs Vrancken Peeters,63% (5/8),80% (4/5),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,0/0,0/0
2025 W75 Petange R32,W vs Dodin,50% (4/8),100% (4/4),1/1,11% (1/9),0% (0/1),3/3,1/1,0/0,1/1,0/0
2025 Mallorca 125 QF,L vs Radivojevic,33% (3/9),67% (2/3),1/6,78% (7/9),14% (1/7),2/2,0/0,0/0,0/0,0/0
2023 Hamburg F,L vs Rus,44% (4/9),25% (1/4),0/3,56% (5/9),20% (1/5),0/1,0/0,2/3,0/0,2/2
2025 (5 matches),,44.2%,84.2%,33.3%,32.6%,28.6%,100.0%,100.0%,50.0%,100.0%,-
2023 (1 matches),,44.4%,25.0%,0.0%,55.6%,20.0%,0.0%,-,66.7%,-,100.0%
Career (6 matches),,44.2%,73.9%,25.0%,36.5%,26.3%,92.9%,100.0%,60.0%,100.0%,100.0%
