Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,1,0,1,0.0%,0-3,0.0%,7-18,28.0%,0-0,-,1,41.7%,7.7%,1.3%,14.5%,59.2%,55.6%,38.7%,48.7%,25.0%,38.2%,0.49
Clay,8,5,3,62.5%,11-8,57.9%,98-90,52.1%,1-3,25.0%,8,76.1%,29.3%,3.0%,4.4%,66.4%,70.2%,48.9%,63.1%,41.2%,51.5%,1.11
Grand Slams,1,0,1,0.0%,0-3,0.0%,7-18,28.0%,0-0,-,1,41.7%,7.7%,1.3%,14.5%,59.2%,55.6%,38.7%,48.7%,25.0%,38.2%,0.49
Masters,2,1,1,50.0%,2-3,40.0%,21-27,43.8%,0-1,0.0%,2,69.6%,20.8%,3.6%,5.0%,74.1%,66.0%,47.2%,61.2%,35.3%,47.5%,0.91
Other Tours,6,4,2,66.7%,9-5,64.3%,77-63,55.0%,1-2,33.3%,6,78.3%,32.4%,2.8%,4.2%,63.9%,71.8%,49.4%,63.7%,43.1%,52.7%,1.19
Best of 5,1,0,1,0.0%,0-3,0.0%,7-18,28.0%,0-0,-,1,41.7%,7.7%,1.3%,14.5%,59.2%,55.6%,38.7%,48.7%,25.0%,38.2%,0.49
Best of 3,8,5,3,62.5%,11-8,57.9%,98-90,52.1%,1-3,25.0%,8,76.1%,29.3%,3.0%,4.4%,66.4%,70.2%,48.9%,63.1%,41.2%,51.5%,1.11
Finals,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,66.7%,0.0%,0.0%,3.8%,58.5%,67.7%,50.0%,60.4%,16.3%,40.6%,0.41
Semi-finals,1,1,0,100.0%,2-0,100.0%,12-3,80.0%,0-0,-,1,87.5%,71.4%,4.2%,4.2%,58.3%,71.4%,60.0%,66.7%,55.3%,59.7%,1.66
Quarter-finals,1,1,0,100.0%,2-0,100.0%,13-8,61.9%,0-0,-,1,100.0%,27.3%,0.0%,0.0%,66.0%,96.8%,62.5%,85.1%,40.3%,58.0%,2.70
vs Righties,9,5,4,55.6%,11-11,50.0%,105-108,49.3%,1-3,25.0%,9,72.1%,26.7%,2.8%,5.6%,65.6%,68.6%,47.5%,61.4%,39.8%,50.1%,1.03
