Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,9,3,6,33.3%,2,1,1,50.0%,2018,2026,R128,9,0.72,4.1%,7.5%,57.5%,65.7%,42.2%,55.7%,31.9%,51.4%,40.5%
Roland Garros,5,Clay,12,7,5,58.3%,3,2,1,66.7%,2018,2025,R128,9,0.97,2.4%,3.3%,64.5%,64.9%,46.8%,58.5%,40.3%,60.7%,57.1%
Wimbledon,3,Grass,4,1,3,25.0%,2,0,2,0.0%,2021,2025,R128,4,0.83,2.1%,6.9%,57.8%,73.7%,52.5%,64.7%,29.3%,70.4%,23.5%
US Open,3,Hard,4,1,3,25.0%,2,0,2,0.0%,2021,2025,R128,4,1.01,9.6%,6.0%,56.4%,72.3%,55.3%,64.9%,35.4%,47.6%,33.3%
Umag,2,Clay,7,5,2,71.4%,2,1,1,50.0%,2021,2025,F,7,1.18,2.1%,3.4%,63.5%,70.1%,52.5%,63.7%,42.9%,50.0%,45.5%
Gstaad,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2022,2025,R32,2,0.92,3.7%,7.5%,59.6%,69.8%,44.6%,59.6%,37.2%,65.0%,40.0%
Santiago,3,Clay,8,4,4,50.0%,1,0,1,0.0%,2020,2023,R16,8,0.96,3.3%,5.0%,62.3%,64.2%,51.0%,59.2%,39.2%,56.3%,40.4%
Kitzbuhel,2,Clay,5,2,3,40.0%,1,1,0,100.0%,2021,2022,R16,5,1.00,5.0%,5.6%,63.0%,68.8%,45.2%,60.1%,39.7%,33.3%,41.9%
Estoril,2,Clay,6,3,3,50.0%,0,0,0,-,2021,2022,R16,6,1.01,2.0%,3.2%,69.9%,68.2%,43.7%,60.8%,39.4%,42.9%,45.7%
Rio de Janeiro,2,Clay,2,0,2,0.0%,0,0,0,-,2018,2022,Q1,2,0.55,4.9%,9.8%,53.7%,51.5%,40.4%,46.3%,29.7%,47.4%,33.3%
