Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Umag F,L vs Darderi,0.0%,-,12.5%,83.3%,11.6%,20.0%,0.0%,2.0%,50.0%,1.1%,50.0%,-20,-35
2025 Murcia CH F,W vs De Jong,0.0%,-,10.7%,73.7%,8.4%,6.7%,10.0%,1.7%,25.0%,0.3%,0.0%,-94,-88
2021 US Open R128,L vs Van De Zandschulp,0.0%,-,5.9%,52.9%,10.5%,7.2%,11.1%,6.5%,9.1%,1.2%,0.0%,-80,-29
2018 Santiago CH R16,L vs Cecchinato,0.0%,-,8.9%,47.1%,10.5%,17.6%,0.0%,4.2%,100.0%,0.7%,50.0%,-71,-51
Career (4 matches),,0.0%,-,8.7%,63.1%,10.0%,9.9%,6.8%,3.7%,26.3%,0.8%,20.0%,-74,-52
