Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,11,4,7,36.4%,11-18,37.9%,124-156,44.3%,3-0,100.0%,11,69.1%,17.7%,4.6%,5.4%,55.9%,66.5%,47.9%,58.3%,34.7%,47.0%,0.83
Clay,35,14,21,40.0%,38-49,43.7%,391-419,48.3%,3-7,30.0%,35,70.9%,26.4%,2.8%,4.4%,65.9%,66.9%,46.8%,60.0%,38.3%,49.2%,0.96
Grass,1,0,1,0.0%,0-3,0.0%,14-19,42.4%,0-1,0.0%,1,87.5%,0.0%,2.6%,10.4%,58.3%,76.1%,52.1%,66.1%,23.2%,46.7%,0.68
Grand Slams,7,0,7,0.0%,6-21,22.2%,102-148,40.8%,1-2,33.3%,7,67.8%,11.8%,3.0%,5.9%,60.7%,67.7%,44.3%,58.5%,30.9%,45.4%,0.74
Masters,5,2,3,40.0%,5-7,41.7%,55-60,47.8%,0-2,0.0%,5,70.9%,27.6%,3.8%,4.1%,65.9%,62.8%,55.6%,60.3%,38.8%,49.2%,0.98
Other Tours,35,16,19,45.7%,38-42,47.5%,372-386,49.1%,5-4,55.6%,35,72.0%,26.6%,3.2%,4.6%,63.5%,67.5%,47.3%,60.2%,38.6%,49.5%,0.97
Best of 5,7,0,7,0.0%,6-21,22.2%,102-148,40.8%,1-2,33.3%,7,67.8%,11.8%,3.0%,5.9%,60.7%,67.7%,44.3%,58.5%,30.9%,45.4%,0.74
Best of 3,40,18,22,45.0%,43-49,46.7%,427-446,48.9%,5-6,45.5%,40,71.8%,26.8%,3.3%,4.5%,63.8%,66.9%,48.3%,60.2%,38.7%,49.5%,0.97
Finals,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,66.7%,0.0%,0.0%,3.8%,58.5%,67.7%,50.0%,60.4%,16.3%,40.6%,0.41
Semi-finals,1,1,0,100.0%,2-0,100.0%,12-3,80.0%,0-0,-,1,87.5%,71.4%,4.2%,4.2%,58.3%,71.4%,60.0%,66.7%,55.3%,59.7%,1.66
Quarter-finals,2,1,1,50.0%,2-2,50.0%,20-20,50.0%,0-0,-,2,89.5%,14.3%,3.6%,0.9%,63.1%,77.1%,58.5%,70.3%,35.1%,51.0%,1.18
vs Righties,40,14,26,35.0%,40-61,39.6%,447-511,46.7%,6-7,46.2%,40,71.0%,22.6%,3.1%,4.8%,63.3%,67.0%,47.6%,59.9%,36.9%,48.4%,0.92
vs Lefties,7,4,3,57.1%,9-9,50.0%,82-83,49.7%,0-1,0.0%,7,70.7%,28.0%,4.3%,5.4%,62.2%,67.5%,45.6%,59.2%,37.9%,49.4%,0.93
vs Top 10,3,0,3,0.0%,2-6,25.0%,28-40,41.2%,0-0,-,3,60.6%,22.9%,1.8%,5.8%,69.2%,60.0%,40.6%,54.0%,38.5%,46.1%,0.84
