Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Umag F,L vs Darderi,0% (0/9),- (0/0),0/2,33% (3/9),0% (0/3),0/0,0/0,1/2,0/0,0/1
2025 Murcia CH F,W vs De Jong,27% (4/15),100% (4/4),0/2,27% (4/15),25% (1/4),2/3,0/1,2/2,0/0,0/0
2022 Wimbledon R128,L vs Opelka,6% (1/16),0% (0/1),0/2,38% (6/16),67% (4/6),0/0,0/0,3/3,0/0,1/1
2021 US Open R128,L vs Van De Zandschulp,33% (8/24),75% (6/8),1/4,38% (9/24),33% (3/9),3/5,1/2,0/2,0/1,0/0
2021 Roland Garros R128,L vs Safiullin,25% (4/16),75% (3/4),0/4,47% (8/17),25% (2/8),3/3,1/1,2/4,0/0,0/1
2019 Meerbusch CH QF,W vs Wang,83% (5/6),100% (5/5),0/0,0% (0/7),- (0/0),5/5,2/2,0/0,1/1,0/0
2019 Meerbusch CH R16,W vs Hassan,30% (3/10),100% (3/3),2/2,18% (2/11),0% (0/2),2/3,1/1,2/2,1/1,0/0
2019 Meerbusch CH R32,W vs Lamasine,56% (10/18),80% (8/10),2/3,29% (5/17),40% (2/5),5/6,2/2,0/0,1/1,0/0
2019 Braga CH R32,W vs De Greef,44% (4/9),100% (4/4),1/2,40% (4/10),50% (2/4),4/4,1/1,2/2,1/1,0/0
2019 Braga CH R64,W vs Toledo Bague,56% (5/9),100% (5/5),2/3,30% (3/10),0% (0/3),4/5,2/2,0/0,1/1,0/0
2019 Villena CH SF,L vs Andujar,22% (2/9),100% (2/2),1/4,78% (7/9),29% (2/7),0/2,0/0,1/2,0/0,1/1
2019 Villena CH QF,W vs Caruso,64% (9/14),67% (6/9),2/5,43% (6/14),17% (1/6),3/6,2/3,0/0,1/2,0/0
2019 Villena CH R16,W vs Garcia Lopez,50% (7/14),86% (6/7),0/3,33% (5/15),40% (2/5),4/6,2/3,1/1,1/1,0/0
2019 Villena CH R32,W vs Arnaboldi,43% (6/14),100% (6/6),0/2,33% (5/15),40% (2/5),5/6,2/3,1/1,1/1,0/0
2019 Villena CH R64,W vs Coria,40% (4/10),100% (4/4),1/1,22% (2/9),50% (1/2),3/3,1/1,0/0,0/0,0/0
2019 Marbella CH R16,L vs Davidovich Fokina,43% (3/7),33% (1/3),0/4,86% (6/7),0% (0/6),0/1,0/0,0/2,0/0,0/1
2019 Marbella CH R32,W vs Sousa,54% (7/13),71% (5/7),2/5,54% (7/13),29% (2/7),3/4,1/1,1/1,0/0,0/0
2019 Marbella CH R64,W vs Hernandez,53% (8/15),88% (7/8),3/6,50% (7/14),14% (1/7),1/5,0/2,0/0,0/1,0/0
2019 Santiago CH R16,L vs Martinez,50% (6/12),83% (5/6),2/5,58% (7/12),0% (0/7),2/5,0/1,1/3,0/0,1/2
2019 Santiago CH R32,W vs Domingues,44% (4/9),100% (4/4),0/1,44% (4/9),75% (3/4),2/3,1/2,0/0,1/2,0/0
2025 (2 matches),,16.7%,100.0%,0.0%,29.2%,14.3%,66.7%,0.0%,75.0%,-,0.0%
2022 (1 matches),,6.3%,0.0%,0.0%,37.5%,66.7%,-,-,100.0%,-,100.0%
2021 (2 matches),,30.0%,75.0%,12.5%,41.5%,29.4%,75.0%,66.7%,33.3%,0.0%,0.0%
2019 (28 matches),,38.1%,76.0%,30.8%,37.7%,29.6%,69.4%,75.8%,72.7%,80.0%,57.1%
2018 (6 matches),,24.3%,55.6%,0.0%,38.4%,35.7%,100.0%,100.0%,84.6%,100.0%,66.7%
Career (61 matches),,34.7%,74.0%,22.8%,38.9%,26.4%,70.1%,77.8%,65.1%,78.3%,59.3%
