Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Umag F,L vs Darderi,60.5%,23.1%,2.3%,1/0,2.14,2.3%,43.5%,30.0%,0.0%,2.23,3.8%,84.2%,18.8%,5.3%,2.00,0.0%
2025 Murcia CH F,W vs De Jong,61.3%,46.9%,5.0%,2/2,2.12,4.0%,49.0%,40.0%,3.9%,1.93,5.7%,92.3%,54.2%,7.7%,2.59,0.0%
2021 US Open R128,L vs Van De Zandschulp,62.2%,50.6%,4.9%,4/3,2.26,15.7%,56.0%,37.3%,2.2%,2.33,33.3%,86.4%,68.4%,11.4%,2.20,0.0%
2018 Santiago CH R16,L vs Cecchinato,80.0%,47.6%,2.9%,0/3,2.21,1.7%,77.5%,50.0%,2.5%,2.28,2.7%,88.0%,40.9%,4.0%,2.09,0.0%
Career (4 matches),,66.8%,46.0%,4.0%,46.7%,2.19,6.9%,60.4%,42.6%,2.4%,2.16,11.6%,87.7%,51.0%,7.9%,2.23,0.0%
