Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,59,38,21,64.4%,81-57,58.7%,695-621,52.8%,10-8,55.6%,59,70.5%,35.6%,2.1%,4.2%,61.7%,64.7%,49.9%,59.1%,43.3%,51.2%,1.06,W (2x)
2024,53,28,25,52.8%,67-60,52.8%,624-584,51.7%,5-8,38.5%,53,69.8%,33.8%,1.9%,3.7%,66.0%,64.1%,48.3%,58.7%,43.0%,50.8%,1.04,W (Todi)
2023,25,10,15,40.0%,26-29,47.3%,254-268,48.7%,3-5,37.5%,25,60.5%,36.8%,2.9%,7.3%,62.5%,61.9%,43.0%,54.8%,43.6%,49.2%,0.96,W (Augsburg)
2022,34,20,14,58.8%,44-34,56.4%,399-356,52.8%,5-9,35.7%,34,73.8%,32.6%,3.2%,4.5%,59.2%,68.0%,50.2%,60.8%,42.5%,51.6%,1.08,W (Roseto Degli Abruzzi 1)
2021,36,24,12,66.7%,48-27,64.0%,398-307,56.5%,5-10,33.3%,35,77.5%,36.5%,3.4%,3.8%,62.0%,68.9%,50.5%,61.9%,43.3%,52.6%,1.14,W (3x)
2020,20,13,7,65.0%,31-21,59.6%,262-241,52.1%,7-2,77.8%,20,73.0%,30.1%,2.1%,3.3%,60.5%,66.5%,52.1%,60.8%,41.9%,51.2%,1.07,W (Iasi)
2019,71,45,26,63.4%,102-67,60.4%,856-760,53.0%,17-13,56.7%,71,75.5%,30.3%,4.3%,4.3%,60.0%,69.1%,50.7%,61.7%,40.9%,51.4%,1.07,SF (6x)
2018,16,6,10,37.5%,14-15,48.3%,135-141,48.9%,1-3,25.0%,15,71.0%,27.7%,2.4%,2.8%,65.3%,65.1%,46.5%,58.6%,39.9%,49.4%,0.96,SF (San Benedetto Del Tronto)
2017,35,22,13,62.9%,46-31,59.7%,385-350,52.4%,10-4,71.4%,35,72.7%,31.5%,2.9%,5.2%,57.6%,67.8%,50.2%,60.3%,41.8%,51.2%,1.05,F (2x)
2016,5,2,3,40.0%,6-7,46.2%,59-59,50.0%,0-0,-,5,67.2%,33.3%,1.7%,3.9%,69.9%,63.9%,50.5%,59.8%,42.8%,51.1%,1.07,R16 (2x)
Career,354,208,146,58.8%,465-348,57.2%,4067-3687,52.5%,63-62,50.4%,352,72.1%,33.0%,2.9%,4.3%,61.6%,66.4%,49.6%,59.9%,42.4%,51.1%,1.06,
