Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),104,608,172,1610,268,1445,125,1605,205,1433,,,,
2025,101,630,154,1626,265,1458,124,1612,199,1441,,,,
2024,195,296,233,1515,276,1424,198,1503,,,1015,32,,
2023,360,136,294,1440,285,1406,261,1414,,,,,,
2022,165,343,226,1519,254,1434,202,1501,212,1407,,,,
2021,111,707,133,1646,192,1504,94,1654,135,1526,,,,
2020,143,457,130,1605,204,1455,108,1599,,,1234,15,,
2019,190,264,186,1566,213,1480,138,1559,,,1184,15,,
2018,283,135,161,1591,199,1485,122,1583,,,607,15,,
2017,185,275,158,1597,244,1437,121,1590,,,379,144,,
2016,313,155,,,,,,,,,502,109,,
2015,769,29,,,,,,,,,1247,18,,
2014,1230,6,,,,,,,,,1553,6,,
