Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2004,17,11,6,64.7%,26-13,66.7%,213-177,54.6%,6-0,100.0%,0,,,,,,,,,,,,F (Darmstadt 25K)
2003,3,1,2,33.3%,2-4,33.3%,27-31,46.6%,0-1,0.0%,0,,,,,,,,,,,,R16 (Deauville 25K)
2001,5,4,1,80.0%,9-3,75.0%,62-34,64.6%,0-0,-,0,,,,,,,,,,,,F (West Palm 75K)
2000,8,6,2,75.0%,12-7,63.2%,97-78,55.4%,1-1,50.0%,0,,,,,,,,,,,,SF (2x)
1999,10,6,4,60.0%,13-7,65.0%,100-77,56.5%,1-3,25.0%,0,,,,,,,,,,,,QF (3x)
1998,11,5,6,45.5%,13-12,52.0%,122-112,52.1%,1-1,50.0%,0,,,,,,,,,,,,SF (Bratislava 75K)
1996,5,4,1,80.0%,6-2,75.0%,41-29,58.6%,1-1,50.0%,0,,,,,,,,,,,,F (Limoges 75K)
1995,5,5,0,100.0%,10-2,83.3%,69-38,64.5%,0-0,-,0,,,,,,,,,,,,W (ITF Stockholm)
1993,9,4,5,44.4%,10-12,45.5%,103-114,47.5%,3-0,100.0%,0,,,,,,,,,,,,R16 (3x)
1992,27,20,7,74.1%,40-20,66.7%,304-231,56.8%,5-2,71.4%,0,,,,,,,,,,,,W (ITF Helsinki)
1991,26,17,9,65.4%,37-22,62.7%,304-259,54.0%,7-2,77.8%,0,,,,,,,,,,,,W (ITF Ljusdals)
1990,4,1,3,25.0%,3-6,33.3%,33-47,41.3%,1-0,100.0%,0,,,,,,,,,,,,R16 (ITF Ljusdals)
Career,130,84,46,64.6%,181-110,62.2%,1475-1227,54.6%,26-11,70.3%,0,,,,,,,,,,,,
