Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,123,50,73,40.7%,112-162,40.9%,1109-1313,45.8%,11-9,55.0%,1,-,-,0.0%,4.7%,57.6%,57.1%,47.2%,52.9%,41.7%,47.3%,0.89
Clay,146,73,73,50.0%,169-155,52.2%,1473-1476,49.9%,13-11,54.2%,0,,,,,,,,,,,
Grass,14,3,11,21.4%,9-23,28.1%,112-168,40.0%,1-1,50.0%,0,,,,,,,,,,,
Carpet,45,16,29,35.6%,38-59,39.2%,392-474,45.3%,7-7,50.0%,0,,,,,,,,,,,
Grand Slams,64,27,37,42.2%,64-83,43.5%,615-691,47.1%,5-4,55.6%,1,-,-,0.0%,4.7%,57.6%,57.1%,47.2%,52.9%,41.7%,47.3%,0.89
Premiers,25,3,22,12.0%,14-44,24.1%,200-317,38.7%,1-1,50.0%,0,,,,,,,,,,,
Internationals,36,15,21,41.7%,37-46,44.6%,352-406,46.4%,5-3,62.5%,0,,,,,,,,,,,
Finals,4,2,2,50.0%,4-4,50.0%,31-34,47.7%,0-1,0.0%,0,,,,,,,,,,,
Semi-finals,9,4,5,44.4%,8-10,44.4%,74-84,46.8%,1-0,100.0%,0,,,,,,,,,,,
Quarter-finals,20,8,12,40.0%,16-24,40.0%,158-195,44.8%,3-2,60.0%,0,,,,,,,,,,,
vs Righties,256,99,157,38.7%,241-328,42.4%,2342-2738,46.1%,21-23,47.7%,1,-,-,0.0%,4.7%,57.6%,57.1%,47.2%,52.9%,41.7%,47.3%,0.89
vs Lefties,28,13,15,46.4%,32-34,48.5%,307-316,49.3%,3-4,42.9%,0,,,,,,,,,,,
vs Top 10,28,0,28,0.0%,4-56,6.7%,149-352,29.7%,1-0,100.0%,1,-,-,0.0%,4.7%,57.6%,57.1%,47.2%,52.9%,41.7%,47.3%,0.89
