Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,24,12,12,50.0%,2,1,1,50.0%,1993,2004,R32,1,0.89,0.0%,4.7%,57.6%,57.1%,47.2%,52.9%,41.7%,41.7%,71.4%
Roland Garros,10,Clay,19,9,10,47.4%,4,2,2,50.0%,1993,2002,R16,0,,,,,,,,,,
Wimbledon,10,Grass,11,1,10,9.1%,1,1,0,100.0%,1993,2002,R64,0,,,,,,,,,,
US Open,10,Hard,21,11,10,52.4%,6,3,3,50.0%,1994,2004,R16,0,,,,,,,,,,
Fed Cup,8,,30,15,15,50.0%,8,5,3,62.5%,1993,2002,,0,,,,,,,,,,
Linz,9,Hard,17,8,9,47.1%,5,3,2,60.0%,1994,2004,QF,0,,,,,,,,,,
Amelia Island,7,Clay,15,8,7,53.3%,0,0,0,-,1994,2002,R16,0,,,,,,,,,,
Paris,7,Carpet,14,7,7,50.0%,3,0,3,0.0%,1993,2003,R32,0,,,,,,,,,,
Filderstadt,6,Hard,16,10,6,62.5%,6,3,3,50.0%,1996,2004,R16,0,,,,,,,,,,
Sydney,6,Hard,12,6,6,50.0%,2,1,1,50.0%,1993,2004,R16,0,,,,,,,,,,
Key Biscayne,6,Hard,11,5,6,45.5%,3,3,0,100.0%,1994,1999,R16,0,,,,,,,,,,
