Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1999,5,5,0,100.0%,9-0,100.0%,54-19,74.0%,1-0,100.0%,0,,,,,,,,,,,,W (Cergy Pontoise 50K)
1997,3,2,1,66.7%,4-2,66.7%,31-24,56.4%,0-0,-,0,,,,,,,,,,,,QF (Prostejov 50K)
1990,2,0,2,0.0%,1-4,20.0%,23-28,45.1%,0-1,0.0%,0,,,,,,,,,,,,R32 (2x)
1989,11,8,3,72.7%,14-7,66.7%,106-73,59.2%,2-1,66.7%,0,,,,,,,,,,,,F (ITF Bari)
Career,21,15,6,71.4%,28-13,68.3%,214-144,59.8%,3-2,60.0%,0,,,,,,,,,,,,
