Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2002,438,51,168,1588,122,1594,151,1564,,,382,93,,
2001,127,319,105,1694,85,1668,112,1623,74,1617,127,513,,
2000,104,391,84,1737,79,1698,94,1664,55,1662,75,791,,
1999,88,531,74,1784,51,1763,97,1668,34,1716,127,519,,
1998,19,1669,27,1914,25,1862,56,1767,14,1810,111,600,,
1997,78,622,54,1813,57,1756,60,1768,43,1694,106,675,,
1996,15,1530,16,1959,19,1879,31,1864,18,1816,24,1830,,
1995,21,,21,1927,17,1894,26,1860,48,1705,22,1741,,
1994,81,,56,1835,72,1744,80,1730,,,46,1103,,
1993,53,,78,1792,77,1727,89,1707,85,1613,66,949,,
1992,57,,49,1852,38,1815,124,1658,80,1642,102,591,,
1991,26,,37,1879,29,1837,124,1645,75,1647,60,795,,
1990,135,,,,,,,,,,162,294,,
1989,477,,,,,,,,,,421,,,
1988,774,,,,,,,,,,598,,,
1987,954,,,,,,,,,,769,,,
