Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,23,12,11,52.2%,13,8,5,61.5%,1991,2001,R16,22,1.00,7.1%,4.3%,57.9%,72.9%,49.2%,62.9%,37.1%,59.6%,33.2%
Roland Garros,9,Clay,12,3,9,25.0%,7,3,4,42.9%,1991,2001,R32,11,0.94,4.7%,4.7%,56.5%,71.9%,46.3%,60.8%,36.9%,59.7%,35.7%
Wimbledon,10,Grass,16,6,10,37.5%,13,4,9,30.8%,1991,2001,QF,15,0.98,7.6%,5.0%,60.0%,76.7%,45.3%,64.1%,35.1%,65.2%,42.1%
US Open,12,Hard,26,14,12,53.8%,18,13,5,72.2%,1991,2002,R16,22,1.01,8.0%,6.1%,55.3%,76.3%,46.5%,63.0%,37.5%,63.8%,35.8%
Olympics,2,,2,0,2,0.0%,0,0,0,-,1992,1996,R64,0,,,,,,,,,,
Davis Cup,8,,21,13,8,61.9%,17,6,11,35.3%,1992,2001,,0,,,,,,,,,,
Rotterdam,12,Hard,23,12,11,52.2%,20,6,14,30.0%,1991,2002,W,23,1.05,8.9%,4.3%,56.0%,79.0%,54.0%,68.0%,33.5%,75.4%,39.3%
Vienna,10,Hard,28,18,10,64.3%,13,12,1,92.3%,1990,1999,F,25,1.03,10.4%,5.4%,56.5%,76.6%,51.1%,65.5%,35.6%,66.0%,40.3%
Miami Masters,10,Hard,21,11,10,52.4%,9,3,6,33.3%,1991,2001,R16,21,1.00,7.1%,4.9%,56.9%,74.2%,50.2%,63.8%,36.2%,59.3%,31.7%
Rome Masters,9,Clay,15,6,9,40.0%,3,3,0,100.0%,1991,1999,R16,15,0.96,7.0%,6.0%,56.7%,74.3%,45.6%,61.9%,36.5%,60.0%,36.5%
New Haven,8,Hard,21,13,8,61.9%,6,2,4,33.3%,1991,1998,F,21,1.12,8.0%,5.5%,55.0%,74.8%,56.2%,66.4%,37.5%,70.2%,38.9%
Basel,8,Carpet,13,5,8,38.5%,5,3,2,60.0%,1992,1999,F,12,0.92,8.7%,6.0%,56.8%,74.3%,47.4%,62.7%,34.2%,57.6%,35.9%
