Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Miami R32,L vs Andreeva,82.4%,44.3%,10.8%,6/2,2.14,11.7%,83.7%,39.0%,4.1%,2.21,17.9%,87.0%,55.0%,26.1%,2.00,0.0%
2026 Australian Open R64,L vs Swiatek,82.1%,41.3%,5.4%,3/0,2.53,2.6%,81.1%,33.3%,2.7%,2.32,3.8%,88.9%,56.3%,11.1%,2.99,0.0%
2026 Adelaide R16,L vs Andreeva,79.2%,34.2%,8.3%,1/3,2.26,12.2%,82.4%,28.6%,0.0%,2.36,15.6%,83.3%,50.0%,33.3%,1.97,0.0%
2025 Montreal R32,L vs Mboko,68.1%,53.2%,11.6%,4/4,2.26,5.3%,78.0%,50.0%,12.2%,2.36,8.8%,83.3%,60.0%,16.7%,2.10,0.0%
2025 Prague F,W vs Noskova,69.6%,60.0%,3.8%,1/2,2.54,5.2%,65.9%,55.6%,0.0%,2.63,10.0%,87.5%,64.3%,9.4%,2.45,0.0%
2025 Prague SF,W vs Valentova,83.9%,53.8%,3.2%,2/0,2.65,12.5%,87.9%,44.8%,3.0%,2.59,18.8%,92.0%,65.2%,4.0%,2.79,0.0%
2025 Madrid R64,L vs Andreeva,68.0%,39.2%,2.7%,1/1,2.00,17.8%,63.2%,37.5%,0.0%,2.11,29.6%,90.0%,40.7%,6.7%,1.84,0.0%
2025 Australian Open R128,L vs Andreeva,87.9%,41.4%,6.1%,2/2,2.00,11.4%,91.5%,32.6%,4.3%,1.93,16.1%,93.8%,66.7%,12.5%,2.16,0.0%
2024 Washington F,L vs Badosa,66.3%,38.6%,3.5%,1/2,2.27,2.8%,66.0%,33.3%,2.0%,2.21,4.5%,88.9%,45.8%,7.4%,2.37,0.0%
2024 Washington SF,W vs Sabalenka,63.8%,60.0%,6.4%,6/0,2.72,14.6%,67.7%,61.4%,4.6%,2.92,21.9%,64.0%,56.3%,12.0%,2.33,0.0%
2024 Wimbledon R64,L vs Kalinskaya,77.6%,40.0%,6.9%,3/1,2.14,14.3%,78.1%,40.0%,6.3%,2.23,25.0%,87.0%,40.0%,8.7%,2.02,0.0%
2024 Roland Garros R32,L vs Swiatek,85.7%,31.0%,8.2%,3/1,2.27,2.1%,83.9%,30.8%,6.5%,2.22,2.9%,94.1%,31.3%,11.8%,2.40,0.0%
2024 Bogota F,L vs Osorio,78.2%,41.0%,3.8%,3/0,2.08,5.8%,83.3%,37.5%,2.1%,2.09,8.1%,91.3%,47.6%,8.7%,2.05,0.0%
2024 Abu Dhabi R32,L vs Raducanu,79.2%,50.0%,6.3%,1/2,2.36,12.0%,75.8%,44.0%,3.0%,2.25,18.2%,92.9%,61.5%,14.3%,2.58,0.0%
2024 Australian Open R128,L vs Noskova,73.6%,45.3%,8.3%,4/2,2.49,4.7%,69.8%,40.0%,4.7%,2.30,8.0%,88.5%,52.2%,15.4%,2.74,0.0%
2023 Nanchang F,L vs Siniakova,87.2%,47.4%,0.9%,1/0,2.65,10.0%,94.6%,44.3%,1.4%,2.69,12.4%,89.3%,56.0%,0.0%,2.46,0.0%
2023 Cincinnati QF,L vs Muchova,70.0%,28.6%,0.0%,0/0,2.57,0.0%,66.7%,33.3%,0.0%,3.70,0.0%,100.0%,0.0%,0.0%,2.00,0.0%
2023 Wimbledon R16,L vs Vondrousova,82.6%,46.5%,3.5%,0/3,2.35,24.1%,88.7%,44.7%,5.7%,2.35,29.7%,80.0%,50.0%,0.0%,2.32,0.0%
2023 Wimbledon R64,W vs Kontaveit,79.1%,58.8%,7.0%,3/0,2.63,2.8%,84.6%,50.0%,7.7%,2.87,0.0%,80.0%,75.0%,6.7%,2.25,7.1%
2023 Roland Garros R128,L vs Wang,76.1%,53.7%,7.0%,1/4,2.64,0.0%,79.4%,44.4%,2.9%,2.58,0.0%,84.4%,63.0%,12.5%,2.74,0.0%
Last 52 Weeks (7 matches),,75.6%,47.1%,6.5%,60.0%,2.34,9.5%,77.3%,41.2%,3.3%,2.37,15.0%,88.0%,56.1%,13.3%,2.29,0.0%
Career (59 matches),,75.6%,48.5%,5.6%,59.9%,2.42,8.5%,76.4%,45.1%,4.5%,2.39,12.1%,86.4%,54.2%,8.4%,2.50,1.3%
