Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R64,L vs Samsonova,83.1,92.4,8.9,96.4,85.8,102,65,70.5,5.9,73.5,70.3,94,61
2024 US Open R128,W vs Lys,86.1,93.8,7.5,98.3,88.2,103,73,73.8,4.1,77.8,76.0,82,67
2023 US Open R32,L vs Jabeur,85.4,91.6,6.4,94.8,89.5,103,70,71.3,4.7,73.0,76.5,80,62
2023 US Open R64,W vs Martic,84.9,91.3,6.9,94.0,85.8,103,74,72.4,6.7,71.3,77.0,92,61
2023 US Open R128,W vs Krueger,86.3,91.1,5.9,94.8,87.1,101,71,72.7,4.3,72.5,70.7,79,63
2023 Wimbledon R16,L vs Vondrousova,85.7,89.1,6.6,91.3,87.2,103,72,71.3,4.4,61.0,,80,61
2023 Wimbledon R32,W vs Garcia,88.2,93.0,5.4,95.7,87.8,102,77,73.3,6.7,74.0,75.0,91,62
2023 Wimbledon R64,W vs Kontaveit,87.2,93.7,6.5,97.7,92.2,104,72,76.3,4.7,77.8,78.0,88,68
2022 US Open R64,L vs Pliskova,90.1,94.6,4.7,96.9,94.7,102,76,77.8,6.1,84.0,67.0,91,67
2022 US Open R128,W vs Noskova,86.5,91.0,7.1,91.7,87.9,103,70,72.9,6.6,79.0,74.3,86,63
2022 Wimbledon QF,L vs Jabeur,91.3,94.6,6.3,95.2,90.3,102,75,79.6,4.4,79.5,80.8,88,71
2022 Wimbledon R16,W vs Garcia,90.1,95.3,3.9,94.9,94.3,101,82,76.9,3.0,79.5,82.0,82,73
2022 Wimbledon R32,W vs Riske Amritraj,87.9,93.1,8.3,97.8,88.0,103,68,78.4,9.0,85.0,76.3,101,64
2022 Wimbledon R128,W vs Collins,90.2,94.9,5.0,96.6,92.6,103,81,78.0,6.5,79.5,81.5,95,68
2021 US Open R128,L vs Osaka,89.6,96.9,3.0,98.4,95.1,105,90,69.8,3.4,72.0,71.3,74,61
2019 Roland Garros R128,L vs Andreescu,84.4,89.5,8.5,,,101,64,72.8,5.1,,,84,63
Career (16 matches),,87.0,92.4,6.4,95.3,89.5,105,64,73.8,5.4,76.9,74.7,101,61
