Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R32,L vs Andreeva,11.1%,18.1%,48.3%,13.3%,22.2%,53.8%,66.7%,41.7%,0.0%,8.7%,13.0%,38.1%,10.0%,23.1%,0.0%,-33
2026 Australian Open R64,L vs Swiatek,16.0%,22.0%,39.5%,16.1%,22.6%,34.6%,66.7%,31.3%,50.0%,20.0%,26.7%,50.0%,57.1%,37.5%,-,63
2026 Adelaide R16,L vs Andreeva,4.5%,11.4%,41.5%,3.0%,12.1%,43.8%,66.7%,33.3%,50.0%,10.0%,10.0%,33.3%,28.6%,66.7%,-,-14
2025 Montreal R32,L vs Mboko,12.7%,16.9%,38.6%,19.0%,26.2%,44.1%,65.0%,31.8%,66.7%,4.2%,4.2%,30.4%,41.7%,25.0%,66.7%,-77
2025 Prague F,W vs Noskova,17.1%,24.4%,55.2%,18.9%,27.0%,70.0%,58.8%,55.0%,75.0%,20.0%,28.6%,39.3%,33.3%,64.7%,100.0%,64
2025 Prague SF,W vs Valentova,24.3%,37.1%,47.9%,30.4%,45.7%,46.9%,47.8%,43.5%,50.0%,15.8%,26.3%,50.0%,33.3%,30.8%,-,25
2025 Madrid R64,L vs Andreeva,18.6%,27.1%,46.7%,20.6%,29.4%,40.7%,56.3%,50.0%,75.0%,18.2%,27.3%,55.6%,20.0%,33.3%,100.0%,41
2025 Australian Open R128,L vs Andreeva,19.6%,21.4%,29.5%,22.5%,25.0%,35.5%,55.0%,35.0%,50.0%,13.3%,13.3%,15.4%,57.1%,25.0%,0.0%,-28
2024 Washington F,L vs Badosa,21.1%,27.4%,43.1%,25.4%,35.6%,47.7%,26.7%,41.4%,45.5%,15.2%,15.2%,35.7%,20.0%,22.2%,25.0%,-3
2024 Washington SF,W vs Sabalenka,35.1%,42.9%,43.8%,37.3%,47.1%,56.3%,58.3%,40.7%,33.3%,33.3%,37.5%,18.8%,9.1%,30.8%,0.0%,-11
2024 Wimbledon R64,L vs Kalinskaya,18.2%,23.6%,41.9%,21.9%,31.3%,44.0%,76.9%,47.4%,66.7%,14.3%,14.3%,38.9%,50.0%,44.4%,50.0%,1
2024 Roland Garros R32,L vs Swiatek,10.3%,19.0%,49.0%,14.0%,25.6%,51.4%,31.6%,45.8%,25.0%,0.0%,0.0%,41.7%,28.6%,20.0%,-,-119
2024 Bogota F,L vs Osorio,18.3%,25.4%,48.1%,17.8%,26.7%,51.4%,42.9%,41.7%,25.0%,25.0%,30.0%,40.0%,11.1%,54.5%,100.0%,103
2024 Abu Dhabi R32,L vs Raducanu,7.4%,9.3%,32.0%,10.8%,13.5%,33.3%,57.9%,44.4%,33.3%,0.0%,0.0%,29.4%,57.1%,50.0%,100.0%,-119
2024 Australian Open R128,L vs Noskova,27.9%,34.4%,39.5%,32.4%,43.2%,44.0%,42.1%,27.8%,20.0%,21.7%,21.7%,33.3%,10.0%,30.8%,-,-54
2023 Nanchang F,L vs Siniakova,11.9%,15.1%,50.9%,11.9%,14.9%,50.6%,66.7%,25.0%,18.2%,12.5%,16.7%,52.4%,77.8%,46.7%,100.0%,-56
2023 Cincinnati QF,L vs Muchova,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,-,-,0.0%,0.0%,0.0%,-,50.0%,0.0%,-119
2023 Wimbledon R16,L vs Vondrousova,11.2%,23.6%,50.6%,9.9%,25.4%,53.1%,65.6%,17.9%,16.7%,16.7%,16.7%,40.0%,50.0%,0.0%,0.0%,-104
2023 Wimbledon R64,W vs Kontaveit,22.0%,34.0%,67.6%,23.3%,36.7%,65.2%,53.3%,40.0%,50.0%,22.2%,33.3%,71.4%,0.0%,16.7%,0.0%,17
2023 Roland Garros R128,L vs Wang,13.3%,20.0%,50.0%,16.3%,25.6%,50.0%,47.4%,50.0%,33.3%,11.1%,14.8%,50.0%,9.1%,68.8%,50.0%,-11
Last 52 Weeks (7 matches),,15.4%,23.0%,45.8%,17.9%,27.2%,48.2%,60.6%,41.1%,53.6%,14.2%,20.3%,41.7%,31.4%,38.5%,72.7%,17
Career (59 matches),,18.9%,26.1%,47.0%,20.8%,30.1%,49.2%,57.4%,36.7%,38.2%,17.0%,20.4%,42.4%,37.3%,43.1%,50.0%,23
