Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
30-Mar-2026,Bogota,Clay,F,26,92,(1) Bouzkova d. (8) Panna Udvardy [HUN],6-7(7) 6-2 6-2,1.19,1.9%,4.9%,68.0%,62.9%,45.5%,10/14,2:50
30-Mar-2026,Bogota,Clay,SF,26,206,(1) Bouzkova d. (Q) Jazmin Ortenzi [ARG],7-6(5) 6-2,1.16,1.4%,8.3%,61.1%,72.7%,42.9%,5/7,1:53
30-Mar-2026,Bogota,Clay,QF,26,98,(1) Bouzkova d. Darja Semenistaja [LAT],6-1 7-5,1.50,3.2%,4.8%,77.4%,75.0%,35.7%,3/5,1:39
30-Mar-2026,Bogota,Clay,R16,26,96,(1) Bouzkova d. Hanne Vandewinkel [BEL],6-4 0-0 RET,1.29,4.2%,12.5%,58.3%,71.4%,40.0%,0/2,0:37
30-Mar-2026,Bogota,Clay,R32,26,231,(1) Bouzkova d. (Q) Ana Sofia Sanchez [MEX],6-0 6-2,2.17,2.5%,7.5%,55.0%,77.3%,72.2%,1/1,1:07
17-Mar-2026,Miami,Hard,R32,32,10,(8) Mirra Andreeva [RUS] d. (32) Bouzkova,7-6(4) 6-2,0.81,1.4%,5.6%,62.5%,60.0%,37.0%,2/7,1:59
17-Mar-2026,Miami,Hard,R64,32,62,(32) Bouzkova d. Elsa Jacquemot [FRA],6-2 6-2,1.66,0.0%,6.7%,81.7%,69.4%,54.5%,6/7,1:25
04-Mar-2026,Indian Wells,Hard,R128,33,87,(Q) Taylor Townsend [USA] d. Bouzkova,6-2 6-1,0.60,2.0%,8.0%,68.0%,41.2%,25.0%,6/12,1:15
23-Feb-2026,Merida,Hard,QF,34,57,Magdalena Frech [POL] d. (4) Bouzkova,6-3 4-6 6-3,0.90,1.0%,5.1%,65.7%,56.9%,35.3%,5/13,2:58
23-Feb-2026,Merida,Hard,R16,34,59,(4) Bouzkova d. Emiliana Arango [COL],2-6 6-1 2-0 RET,1.11,1.6%,9.5%,74.6%,61.7%,31.3%,9/12,1:36
15-Feb-2026,Dubai,Hard,R64,38,22,Elise Mertens [BEL] d. Bouzkova,6-2 6-2,0.60,4.1%,2.0%,65.3%,50.0%,52.9%,7/11,1:23
08-Feb-2026,Doha,Hard,R64,37,13,(10) Victoria Mboko [CAN] d. Bouzkova,7-5 6-2,0.81,1.4%,7.2%,62.3%,62.8%,23.1%,5/11,1:41
19-Jan-2026,Australian Open,Hard,R64,44,2,(2) Iga Swiatek [POL] d. Bouzkova,6-2 6-3,0.66,0.0%,8.0%,62.0%,45.2%,47.4%,3/8,1:19
19-Jan-2026,Australian Open,Hard,R128,44,80,Bouzkova d. Renata Zarazua [MEX],6-2 7-5,1.33,0.0%,5.6%,72.2%,65.4%,45.0%,8/10,2:13
12-Jan-2026,Adelaide,Hard,R16,45,8,(3) Mirra Andreeva [RUS] d. (LL) Bouzkova,6-3 6-1,0.55,0.0%,2.3%,77.3%,47.1%,30.0%,2/7,1:09
12-Jan-2026,Adelaide,Hard,R32,45,26,(LL) Bouzkova d. Paula Badosa [ESP],3-6 6-3 6-4,1.10,3.4%,1.1%,60.2%,60.4%,60.0%,4/8,2:28
12-Jan-2026,Adelaide,Hard,Q2,45,105,(10) Yulia Putintseva [KAZ] d. (4) Bouzkova,6-4 7-6(0),0.88,1.3%,5.3%,57.3%,55.8%,40.6%,3/8,2:18
12-Jan-2026,Adelaide,Hard,Q1,45,465,(4) Bouzkova d. Aleksandra Krunic [SRB],6-2 6-2,3.45,2.6%,10.5%,47.4%,100.0%,70.0%,0/0,0:58
04-Jan-2026,Brisbane,Hard,R32,46,25,(15) Paula Badosa [ESP] d. Bouzkova,6-7(4) 6-4 6-2,0.88,2.6%,6.8%,59.0%,59.4%,50.0%,13/18,3:01
04-Jan-2026,Brisbane,Hard,R64,46,38,Bouzkova d. Jaqueline Cristian [ROU],6-4 6-3,1.45,15.1%,3.8%,69.8%,75.7%,43.8%,1/3,1:30
