Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,34,20,14,58.8%,43-32,57.3%,352-330,51.6%,3-2,60.0%,34,62.0%,41.3%,2.9%,5.8%,62.7%,62.7%,43.8%,55.7%,46.7%,51.1%,1.05
Clay,18,13,5,72.2%,27-11,71.1%,206-139,59.7%,1-2,33.3%,18,70.5%,48.9%,3.1%,5.6%,64.2%,65.4%,45.2%,58.2%,49.2%,53.8%,1.18
Grass,3,1,2,33.3%,3-4,42.9%,35-35,50.0%,0-1,0.0%,3,76.5%,25.7%,4.4%,5.8%,69.8%,63.1%,52.9%,60.0%,36.0%,48.7%,0.90
Grand Slams,8,4,4,50.0%,8-8,50.0%,79-79,50.0%,0-2,0.0%,8,65.8%,36.3%,2.4%,4.9%,67.8%,59.4%,46.8%,55.4%,42.6%,49.2%,0.96
Premiers,10,6,4,60.0%,13-10,56.5%,106-103,50.7%,1-0,100.0%,10,66.7%,35.5%,4.1%,4.7%,64.5%,63.4%,45.8%,57.2%,44.8%,50.8%,1.05
Internationals,13,9,4,69.2%,21-9,70.0%,157-105,59.9%,0-1,0.0%,13,65.9%,52.9%,4.1%,7.2%,59.1%,65.7%,43.6%,56.6%,51.6%,54.1%,1.19
Finals,2,2,0,100.0%,4-2,66.7%,32-21,60.4%,0-1,0.0%,2,69.2%,53.8%,3.2%,7.6%,57.8%,67.3%,43.6%,57.3%,50.3%,53.9%,1.18
Semi-finals,3,2,1,66.7%,4-1,80.0%,29-23,55.8%,1-0,100.0%,3,69.2%,42.3%,0.6%,6.7%,62.8%,65.0%,44.3%,57.3%,46.3%,51.9%,1.08
Quarter-finals,5,3,2,60.0%,8-5,61.5%,65-57,53.3%,0-0,-,5,62.3%,44.3%,4.1%,5.9%,61.3%,65.3%,41.7%,56.2%,47.6%,51.9%,1.09
vs Righties,48,27,21,56.3%,60-47,56.1%,516-464,52.7%,4-5,44.4%,46,64.5%,41.4%,3.0%,5.5%,63.2%,62.8%,44.6%,56.1%,46.3%,51.2%,1.06
vs Lefties,7,6,1,85.7%,12-2,85.7%,77-46,62.6%,1-0,100.0%,7,75.4%,49.2%,4.0%,6.7%,66.7%,69.0%,45.5%,61.2%,49.9%,55.5%,1.29
vs Top 10,9,0,9,0.0%,0-16,0.0%,50-100,33.3%,0-3,0.0%,9,46.7%,22.8%,1.7%,4.6%,65.6%,53.1%,40.8%,48.8%,36.3%,42.7%,0.71
