Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,204,110,94,53.9%,245-209,54.0%,2195-2018,52.1%,20-24,45.5%,201,66.3%,37.1%,2.9%,4.1%,64.9%,63.4%,46.5%,57.4%,44.2%,50.8%,1.04
Clay,50,27,23,54.0%,61-48,56.0%,543-490,52.6%,5-8,38.5%,49,66.0%,39.7%,2.8%,3.9%,64.8%,62.0%,46.7%,56.6%,45.4%,51.0%,1.05
Grass,27,13,14,48.1%,32-32,50.0%,316-292,52.0%,2-4,33.3%,27,72.8%,31.6%,2.5%,3.0%,69.1%,62.9%,51.2%,59.3%,41.8%,50.6%,1.03
Grand Slams,49,21,28,42.9%,51-58,46.8%,509-511,49.9%,1-9,10.0%,48,67.9%,33.0%,2.4%,3.5%,66.9%,61.1%,48.7%,57.0%,42.5%,49.7%,0.99
Premiers,86,45,41,52.3%,101-87,53.7%,916-858,51.6%,13-4,76.5%,84,66.9%,36.3%,3.0%,3.7%,65.2%,63.3%,46.9%,57.6%,44.4%,50.9%,1.05
Internationals,101,62,39,61.4%,136-92,59.6%,1146-956,54.5%,10-14,41.7%,101,68.0%,39.4%,3.0%,3.9%,65.2%,63.4%,46.8%,57.6%,45.4%,51.5%,1.07
Finals,9,3,6,33.3%,11-14,44.0%,120-115,51.1%,0-4,0.0%,9,64.3%,39.7%,1.6%,4.8%,66.4%,61.2%,45.4%,55.9%,42.4%,49.3%,0.96
Semi-finals,14,9,5,64.3%,19-11,63.3%,159-141,53.0%,4-2,66.7%,14,68.2%,33.3%,3.7%,4.0%,66.4%,63.6%,45.5%,57.5%,43.9%,50.7%,1.03
Quarter-finals,28,15,13,53.6%,31-26,54.4%,268-247,52.0%,0-2,0.0%,26,67.3%,36.7%,3.0%,4.2%,65.3%,65.4%,43.3%,57.7%,43.7%,50.7%,1.03
vs Righties,241,126,115,52.3%,281-254,52.5%,2585-2395,51.9%,19-30,38.8%,235,67.0%,36.4%,2.8%,3.9%,65.3%,63.0%,47.1%,57.5%,43.9%,50.6%,1.03
vs Lefties,37,21,16,56.8%,51-34,60.0%,429-374,53.4%,7-6,53.8%,37,67.3%,39.8%,3.0%,4.2%,65.2%,64.0%,46.2%,57.8%,45.8%,51.7%,1.09
vs Top 10,36,11,25,30.6%,25-54,31.6%,340-427,44.3%,1-7,12.5%,36,64.2%,24.5%,2.3%,3.0%,68.3%,60.1%,46.9%,55.9%,38.9%,47.1%,0.88
