Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Miami R32,L vs Andreeva,0.98,0.79,63.3,3.2,0.0%,60.5%,2.9%,41.2%,31.6%,47.2%
2026 Australian Open R64,L vs Swiatek,0.96,0.63,45.9,2.0,0.0%,50.0%,0.0%,41.7%,29.0%,44.0%
2026 Adelaide R16,L vs Andreeva,1.00,0.55,42.4,2.9,0.0%,41.7%,0.0%,45.0%,44.0%,17.4%
2025 Montreal R32,L vs Mboko,0.79,0.73,49.1,4.0,2.7%,40.5%,0.0%,50.0%,55.6%,45.5%
2025 Prague F,W vs Noskova,1.08,1.25,61.1,4.0,4.8%,64.3%,5.0%,50.0%,52.4%,45.9%
2025 Prague SF,W vs Valentova,1.11,1.34,56.4,2.2,2.7%,62.2%,0.0%,51.5%,61.8%,39.3%
2025 Madrid R64,L vs Andreeva,0.91,0.71,43.5,2.1,3.1%,50.0%,0.0%,59.3%,36.8%,35.1%
2025 Australian Open R128,L vs Andreeva,0.99,0.71,51.2,2.5,3.4%,37.9%,0.0%,48.1%,44.1%,37.5%
2024 US Open R64,L vs Samsonova,0.91,0.85,66.9,36.2,8.2%,67.3%,0.0%,51.1%,35.8%,40.0%
2024 US Open R128,W vs Lys,1.18,1.20,71.5,11.3,2.7%,54.1%,3.1%,59.4%,41.5%,47.4%
2024 Washington F,L vs Badosa,1.05,0.82,72.8,2.8,0.0%,43.8%,4.3%,63.8%,37.0%,35.0%
2024 Washington SF,W vs Sabalenka,1.11,1.26,61.1,4.7,9.8%,63.4%,11.1%,61.1%,41.7%,43.5%
2024 Wimbledon R64,L vs Kalinskaya,0.94,0.69,55.0,2.8,3.4%,44.8%,0.0%,57.7%,32.3%,40.7%
2024 Wimbledon R128,W vs Riera,1.14,1.72,34.9,2.3,0.0%,58.6%,0.0%,57.1%,66.7%,60.0%
2024 Roland Garros R32,L vs Swiatek,0.81,0.48,33.7,2.2,6.7%,43.3%,10.7%,60.7%,30.8%,26.1%
2024 Bogota F,L vs Osorio,0.90,0.79,64.4,2.4,2.7%,54.1%,0.0%,52.9%,34.1%,48.6%
2024 Abu Dhabi R32,L vs Raducanu,1.02,0.68,46.8,3.0,0.0%,39.3%,0.0%,34.6%,36.0%,47.8%
2024 Australian Open R128,L vs Noskova,0.83,0.71,47.1,2.3,6.5%,64.5%,3.3%,46.7%,43.2%,31.4%
2023 Nanchang F,L vs Siniakova,0.85,0.93,86.6,41.8,3.1%,53.1%,0.0%,59.7%,50.0%,45.3%
2023 US Open R32,L vs Jabeur,0.89,0.87,66.1,12.5,0.0%,55.8%,0.0%,58.7%,41.9%,41.4%
2026 (3 matches),,0.98,0.67,52.4,2.6,0.0%,52.3%,1.3%,42.3%,34.0%,38.1%
2025 (5 matches),,0.98,0.92,52.6,2.7,3.4%,52.0%,1.2%,51.6%,50.0%,40.7%
2024 (10 matches),,1.00,0.89,57.9,3.2,4.2%,54.0%,3.3%,55.1%,39.5%,41.9%
2023 (14 matches),,0.99,0.94,60.0,2.8,2.0%,55.9%,0.4%,58.7%,38.9%,42.5%
2022 (12 matches),,1.02,1.21,54.2,2.7,3.9%,64.1%,1.9%,60.1%,48.7%,40.5%
Career (192 matches),,1.01,1.06,56.3,2.7,2.3%,56.7%,1.3%,55.8%,45.8%,46.1%
