Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Miami R32,L vs Andreeva,38% (5/13),43% (3/7),0/2,0/0,29% (2/7),2/4,1/2,60% (3/5),17% (1/6)
2026 Australian Open R64,L vs Swiatek,38% (3/8),50% (2/4),0/0,0/0,38% (3/8),2/4,2/3,- (0/0),- (0/0)
2026 Adelaide R16,L vs Andreeva,75% (3/4),50% (1/2),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2025 Montreal R32,L vs Mboko,57% (4/7),50% (5/10),1/1,0/0,50% (7/14),0/2,0/1,- (0/0),- (0/0)
2025 Prague F,W vs Noskova,53% (8/15),55% (6/11),2/3,1/2,56% (5/9),1/2,0/0,- (0/0),- (0/0)
2025 Prague SF,W vs Valentova,44% (7/16),86% (6/7),2/3,1/2,20% (1/5),0/0,0/0,- (0/0),- (0/0)
2025 Madrid R64,L vs Andreeva,56% (5/9),25% (1/4),0/0,0/0,57% (4/7),3/5,3/4,- (0/0),- (0/0)
2025 Australian Open R128,L vs Andreeva,50% (3/6),50% (3/6),0/0,0/0,40% (4/10),0/2,0/1,- (0/0),- (0/0)
2024 US Open R64,L vs Samsonova,55% (11/20),50% (4/8),1/2,0/0,50% (3/6),0/2,0/1,25% (1/4),0% (0/4)
2024 US Open R128,W vs Lys,67% (8/12),86% (6/7),2/3,1/1,38% (3/8),0/1,0/0,- (0/0),- (0/0)
2024 Washington F,L vs Badosa,67% (8/12),43% (3/7),1/2,0/0,72% (13/18),0/2,0/1,- (0/0),- (0/0)
2024 Washington SF,W vs Sabalenka,83% (10/12),45% (5/11),2/3,1/1,67% (8/12),0/1,0/0,- (0/0),- (0/0)
2024 Wimbledon R64,L vs Kalinskaya,50% (4/8),17% (1/6),0/0,0/0,33% (2/6),0/2,0/1,- (0/0),- (0/0)
2024 Wimbledon R128,W vs Riera,55% (6/11),40% (6/15),2/7,1/3,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2024 Roland Garros R32,L vs Swiatek,63% (5/8),100% (1/1),0/0,0/0,43% (3/7),4/6,3/4,- (0/0),- (0/0)
2024 Bogota F,L vs Osorio,55% (6/11),33% (3/9),0/0,0/0,50% (4/8),3/5,2/3,50% (3/6),33% (2/6)
2024 Abu Dhabi R32,L vs Raducanu,50% (2/4),100% (3/3),0/0,0/0,22% (2/9),1/3,0/1,- (0/0),- (0/0)
2024 Australian Open R128,L vs Noskova,50% (5/10),11% (1/9),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2023 Nanchang F,L vs Siniakova,40% (10/25),67% (8/12),1/4,0/3,54% (7/13),7/9,0/1,45% (5/11),33% (4/12)
2023 US Open R32,L vs Jabeur,69% (11/16),45% (5/11),1/3,0/0,38% (3/8),3/5,2/3,17% (1/6),67% (4/6)
2026 (3 matches),,44.0%,46.2%,0.0%,-,31.8%,40.0%,50.0%,60.0%,16.7%
2025 (5 matches),,50.9%,55.3%,71.4%,50.0%,46.7%,36.4%,50.0%,-,-
2024 (10 matches),,60.2%,43.4%,47.1%,60.0%,52.3%,33.3%,41.7%,40.0%,20.0%
2023 (14 matches),,53.4%,48.9%,39.4%,31.3%,58.8%,53.7%,47.1%,48.1%,48.1%
2022 (12 matches),,63.0%,44.6%,64.5%,81.8%,55.2%,25.0%,0.0%,70.0%,33.3%
Career (192 matches),,57.2%,46.9%,51.6%,57.1%,52.4%,46.9%,48.8%,50.4%,42.8%
