Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,13,4,9,30.8%,2,0,2,0.0%,2018,2026,R64,13,0.97,2.8%,3.4%,65.6%,60.1%,49.4%,56.4%,42.4%,50.5%,37.3%
Roland Garros,8,Clay,17,8,9,47.1%,2,0,2,0.0%,2022,2025,R32,14,1.02,1.9%,3.0%,68.2%,57.3%,46.0%,53.7%,47.3%,57.1%,48.9%
Wimbledon,8,Grass,23,14,9,60.9%,3,1,2,33.3%,2017,2025,QF,19,1.07,1.8%,2.7%,70.9%,61.5%,54.0%,59.3%,43.4%,53.6%,48.9%
US Open,9,Hard,16,7,9,43.8%,5,0,5,0.0%,2017,2025,R32,15,1.00,3.0%,4.2%,63.7%,63.5%,48.3%,57.9%,42.2%,56.5%,45.8%
Miami,7,Hard,13,6,7,46.2%,2,1,1,50.0%,2019,2026,R32,13,0.95,2.1%,2.9%,69.4%,58.9%,46.4%,55.1%,42.7%,57.9%,49.5%
Indian Wells,7,Hard,12,5,7,41.7%,3,2,1,66.7%,2019,2026,R32,12,0.99,1.4%,5.6%,63.4%,58.9%,41.1%,52.4%,47.4%,50.5%,51.0%
Dubai,3,Hard,4,1,3,25.0%,0,0,0,-,2023,2026,R32,4,0.92,3.3%,2.8%,70.3%,63.8%,49.2%,59.4%,37.2%,59.3%,53.8%
Doha,3,Hard,6,3,3,50.0%,0,0,0,-,2023,2026,R32,6,1.01,5.0%,4.7%,63.8%,65.0%,41.1%,56.3%,44.1%,56.0%,40.4%
Adelaide,2,Hard,7,4,3,57.1%,1,0,1,0.0%,2025,2026,R16,7,1.09,2.6%,5.0%,63.6%,63.3%,49.7%,58.4%,45.2%,55.9%,47.5%
Brisbane,4,Hard,15,11,4,73.3%,3,3,0,100.0%,2018,2026,QF,15,1.11,5.0%,6.1%,61.7%,66.7%,45.5%,58.6%,45.8%,58.1%,45.5%
