Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,137,66,71,48.2%,149-166,47.3%,1448-1476,49.5%,17-13,56.7%,132,64.1%,35.4%,3.1%,4.5%,60.1%,63.2%,45.6%,56.2%,43.8%,50.0%,1.00
Clay,17,5,12,29.4%,10-26,27.8%,155-195,44.3%,1-6,14.3%,17,56.7%,33.1%,1.0%,5.1%,61.6%,58.2%,43.7%,52.6%,42.7%,47.6%,0.90
Grass,13,4,9,30.8%,10-19,34.5%,114-156,42.2%,3-1,75.0%,13,54.1%,25.6%,2.2%,4.6%,58.5%,57.7%,44.3%,52.2%,40.2%,46.3%,0.84
Grand Slams,32,13,19,40.6%,32-44,42.1%,323-364,47.0%,2-3,40.0%,32,61.1%,31.2%,2.5%,4.4%,60.7%,60.3%,46.7%,54.9%,41.9%,48.5%,0.93
Premiers,13,4,9,30.8%,11-20,35.5%,125-157,44.3%,1-0,100.0%,13,59.6%,32.4%,4.5%,4.1%,60.4%,57.6%,46.9%,53.4%,42.7%,48.1%,0.92
Internationals,93,47,46,50.5%,96-108,47.1%,930-956,49.3%,12-10,54.5%,90,64.3%,35.0%,2.7%,4.7%,59.3%,63.8%,45.6%,56.4%,43.7%,50.0%,1.00
Finals,1,1,0,100.0%,2-1,66.7%,15-14,51.7%,0-0,-,1,66.7%,35.7%,2.4%,4.7%,63.5%,64.8%,51.6%,60.0%,42.4%,50.8%,1.06
Semi-finals,7,1,6,14.3%,2-13,13.3%,43-83,34.1%,0-1,0.0%,7,52.7%,21.4%,3.3%,7.2%,57.5%,55.7%,42.9%,50.2%,37.0%,43.5%,0.74
Quarter-finals,13,7,6,53.8%,15-15,50.0%,138-140,49.6%,4-1,80.0%,13,64.5%,31.5%,2.1%,4.6%,61.2%,62.4%,47.3%,56.5%,43.6%,50.1%,1.00
vs Righties,150,69,81,46.0%,155-187,45.3%,1544-1634,48.6%,19-17,52.8%,146,62.7%,34.5%,2.8%,4.7%,60.1%,62.4%,45.2%,55.5%,43.5%,49.5%,0.98
vs Lefties,14,4,10,28.6%,10-22,31.3%,145-170,46.0%,2-3,40.0%,13,59.7%,32.4%,2.4%,3.3%,60.3%,59.1%,47.7%,54.6%,43.0%,48.7%,0.95
vs Top 10,12,3,9,25.0%,7-18,28.0%,102-138,42.5%,2-4,33.3%,12,57.8%,28.0%,2.9%,4.4%,63.0%,59.2%,42.2%,52.9%,40.3%,46.6%,0.86
