Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Hong Kong R16,L vs Bencic,56.4%,27.3%,10.3%,3/1,2.34,6.4%,58.6%,23.5%,0.0%,2.41,13.6%,55.6%,40.0%,44.4%,2.28,0.0%
2025 Guangzhou R16,L vs Sun,63.4%,30.8%,14.6%,1/5,2.48,5.9%,52.0%,15.4%,8.0%,2.40,10.5%,81.3%,46.2%,25.0%,2.58,0.0%
2025 Cincinnati R128,L vs Stearns,71.6%,52.1%,4.5%,2/1,2.42,7.4%,74.5%,51.4%,2.1%,2.36,11.1%,81.3%,53.8%,12.5%,2.53,0.0%
2025 Australian Open R64,L vs Kasatkina,66.7%,44.4%,1.9%,0/1,2.39,9.3%,70.6%,54.2%,0.0%,2.37,13.8%,66.7%,25.0%,5.6%,2.44,0.0%
2024 US Open R16,L vs Badosa,63.2%,41.9%,5.9%,3/1,2.27,5.1%,62.5%,48.0%,0.0%,2.25,7.7%,85.7%,33.3%,19.0%,2.29,0.0%
2024 Nottingham R32,L vs Krueger,60.8%,48.4%,11.8%,4/2,2.46,10.9%,60.0%,47.6%,8.6%,2.28,13.8%,71.4%,50.0%,21.4%,2.78,5.9%
2024 Austin QF,L vs Yuan,76.0%,45.6%,8.0%,5/1,2.75,3.1%,74.4%,53.1%,4.7%,2.75,4.3%,83.3%,36.0%,13.3%,2.76,0.0%
2024 Australian Open R32,L vs Zheng,58.1%,46.3%,7.5%,3/4,2.55,2.7%,52.0%,38.5%,12.0%,2.50,4.1%,80.0%,53.6%,2.9%,2.64,0.0%
2020 Monterrey QF,L vs Bouzkova,77.0%,48.9%,0.0%,0/0,2.66,4.9%,73.2%,43.3%,0.0%,2.60,8.6%,94.4%,58.8%,0.0%,2.73,0.0%
2020 Shenzhen R32,W vs Sorribes Tormo,91.2%,54.8%,0.0%,0/0,2.34,15.5%,95.2%,50.0%,0.0%,2.41,24.4%,88.0%,63.6%,0.0%,2.23,0.0%
2019 Beijing R32,L vs Svitolina,81.2%,46.4%,5.9%,4/1,2.45,2.4%,78.8%,41.5%,5.8%,2.48,3.8%,87.5%,53.6%,6.3%,2.39,0.0%
2019 Seoul SF,L vs Muchova,81.8%,35.2%,3.0%,1/1,2.42,19.4%,80.9%,21.1%,2.1%,2.42,36.7%,88.9%,68.8%,5.6%,2.42,3.1%
2019 Roland Garros R128,L vs Vondrousova,83.6%,43.5%,0.0%,0/0,2.33,21.1%,87.1%,29.6%,0.0%,2.11,35.3%,86.4%,63.2%,0.0%,2.65,0.0%
2019 Miami R16,L vs Wang,74.2%,36.7%,0.0%,0/0,2.51,3.3%,76.9%,33.3%,0.0%,2.33,3.2%,86.4%,42.1%,0.0%,2.71,3.4%
2019 Miami R64,W vs Svitolina,79.2%,52.6%,2.8%,0/2,2.82,14.3%,82.5%,42.4%,0.0%,2.77,22.2%,92.3%,66.7%,7.7%,2.91,0.0%
2019 Indian Wells R128,L vs Kenin,78.9%,51.1%,3.5%,3/1,2.27,5.2%,84.0%,46.0%,1.3%,2.37,9.3%,87.1%,63.0%,9.7%,2.15,0.0%
2019 Acapulco F,W vs Kenin,75.0%,47.8%,3.3%,3/0,2.72,8.8%,75.0%,47.9%,1.6%,2.81,10.8%,95.5%,47.6%,9.1%,2.57,5.0%
2019 Acapulco SF,W vs Vekic,79.5%,61.3%,1.3%,1/0,2.53,1.9%,76.9%,56.7%,0.0%,2.65,2.9%,97.0%,65.6%,3.0%,2.31,0.0%
2019 Acapulco QF,W vs Haddad Maia,79.7%,60.0%,0.0%,0/0,2.47,2.2%,83.6%,60.9%,0.0%,2.30,3.6%,90.0%,55.6%,0.0%,2.74,0.0%
2019 Hua Hin QF,L vs Linette,81.0%,43.1%,1.6%,1/0,2.26,0.0%,79.1%,44.1%,2.3%,2.30,0.0%,89.5%,41.2%,0.0%,2.20,0.0%
Last 52 Weeks (3 matches),,65.3%,40.6%,8.8%,46.2%,2.40,6.5%,64.4%,36.9%,3.0%,2.39,11.9%,75.6%,48.4%,24.4%,2.42,0.0%
Career (24 matches),,75.0%,46.8%,4.0%,62.1%,2.49,7.9%,75.7%,43.3%,2.6%,2.49,11.2%,85.7%,53.3%,7.6%,2.49,2.4%
