Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Hong Kong R16,L vs Bencic,0% (0/8),- (0/0),0/2,63% (5/8),20% (1/5),0/0,0/0,0/2,0/0,0/1
2025 Guangzhou R16,L vs Sun,0% (0/8),- (0/0),0/3,63% (5/8),20% (1/5),0/0,0/0,1/2,0/0,0/1
2025 Cincinnati R128,L vs Stearns,50% (5/10),80% (4/5),2/5,67% (6/9),0% (0/6),3/4,0/0,0/1,0/0,0/0
2025 Australian Open R64,L vs Kasatkina,57% (4/7),0% (0/4),0/3,86% (6/7),17% (1/6),0/0,0/0,0/2,0/0,0/1
2024 US Open R16,L vs Badosa,50% (4/8),0% (0/4),0/4,57% (4/7),0% (0/4),0/0,0/0,1/1,0/0,0/0
2024 US Open R32,W vs Azarenka,54% (7/13),86% (6/7),2/4,38% (5/13),20% (1/5),4/6,2/2,1/1,1/1,0/0
2024 US Open R64,W vs Parry,50% (4/8),100% (4/4),0/0,50% (4/8),100% (4/4),4/4,2/2,0/0,1/1,0/0
2024 Wimbledon R64,L vs Keys,0% (0/8),- (0/0),0/4,63% (5/8),20% (1/5),0/0,0/0,0/0,0/0,0/0
2024 Wimbledon R128,W vs Schmiedlova,50% (6/12),67% (4/6),0/1,23% (3/13),33% (1/3),3/3,1/1,0/1,1/1,0/0
2024 Nottingham R32,L vs Krueger,11% (1/9),100% (1/1),1/3,56% (5/9),20% (1/5),0/1,0/0,1/2,0/0,0/1
2024 Austin QF,L vs Yuan,27% (3/11),67% (2/3),0/4,50% (5/10),20% (1/5),1/2,0/0,0/0,0/0,0/0
2023 US Open R64,L vs Boulter,40% (6/15),50% (3/6),1/5,43% (6/14),17% (1/6),2/3,1/1,1/1,0/0,0/0
2023 US Open R128,W vs Garcia,56% (5/9),80% (4/5),0/0,38% (3/8),100% (3/3),3/3,1/1,0/0,0/0,0/0
2021 Wimbledon R128,L vs Siniakova,14% (1/7),0% (0/1),0/5,83% (5/6),0% (0/5),0/0,0/0,1/1,0/0,0/0
2021 Australian Open R128,L vs Vekic,50% (7/14),71% (5/7),1/5,53% (8/15),13% (1/8),1/4,0/0,0/2,0/0,0/1
2020 Monterrey QF,L vs Bouzkova,40% (4/10),75% (3/4),1/6,60% (6/10),0% (0/6),1/3,0/0,2/2,0/0,1/1
2020 Australian Open R128,L vs Riske Amritraj,47% (7/15),100% (7/7),4/6,57% (8/14),25% (2/8),3/6,1/1,1/1,0/0,0/0
2020 Shenzhen R32,W vs Sorribes Tormo,73% (8/11),75% (6/8),1/4,50% (6/12),17% (1/6),4/5,1/1,0/1,1/1,0/0
2019 Beijing R32,L vs Svitolina,42% (5/12),80% (4/5),1/3,58% (7/12),43% (3/7),2/4,0/1,1/1,0/0,0/0
2019 Seoul SF,L vs Muchova,27% (3/11),67% (2/3),0/3,45% (5/11),40% (2/5),2/2,0/1,3/3,0/0,2/2
2025 (4 matches),,27.3%,44.4%,15.4%,68.8%,13.6%,75.0%,-,14.3%,-,0.0%
2024 (7 matches),,36.2%,68.0%,15.0%,45.6%,29.0%,75.0%,100.0%,60.0%,100.0%,0.0%
2023 (2 matches),,45.8%,63.6%,20.0%,40.9%,44.4%,83.3%,100.0%,100.0%,-,-
2021 (2 matches),,38.1%,62.5%,10.0%,61.9%,7.7%,25.0%,-,33.3%,-,0.0%
2020 (3 matches),,52.8%,84.2%,37.5%,55.6%,15.0%,57.1%,100.0%,75.0%,100.0%,100.0%
Career (144 matches),,50.5%,77.4%,37.0%,50.8%,21.9%,62.4%,75.2%,54.7%,74.6%,47.5%
