Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,18,10,8,55.6%,4,2,2,50.0%,2015,2025,R32,12,0.99,2.4%,3.7%,61.3%,59.9%,50.0%,56.1%,43.3%,57.0%,44.1%
Roland Garros,6,Clay,8,2,6,25.0%,1,1,0,100.0%,2015,2024,R64,5,0.76,0.6%,4.3%,58.7%,53.6%,43.7%,49.5%,38.2%,51.1%,41.7%
Wimbledon,6,Grass,14,7,7,50.0%,3,3,0,100.0%,2015,2024,R64,9,0.88,2.5%,4.7%,61.3%,58.4%,42.2%,52.1%,42.0%,53.7%,46.0%
US Open,8,Hard,22,14,8,63.6%,7,4,3,57.1%,2015,2025,R16,15,1.10,4.3%,5.1%,59.9%,67.7%,46.7%,59.3%,44.9%,52.3%,43.2%
Fed Cup,2,,5,3,2,60.0%,1,0,1,0.0%,2016,2018,,3,1.09,0.0%,4.9%,66.5%,63.1%,45.3%,57.1%,46.8%,70.4%,39.4%
Hong Kong,3,Hard,5,2,3,40.0%,1,0,1,0.0%,2014,2025,R16,3,0.81,3.5%,4.8%,60.6%,67.1%,40.7%,56.7%,35.2%,45.5%,87.5%
Guangzhou,6,Hard,12,6,6,50.0%,3,2,1,66.7%,2014,2025,SF,11,0.98,3.7%,4.9%,60.1%,65.8%,42.5%,56.5%,42.6%,61.1%,49.3%
Wuhan,8,Hard,13,5,8,38.5%,4,3,1,75.0%,2014,2025,R32,11,0.92,3.3%,4.7%,60.0%,58.8%,47.3%,54.2%,42.2%,51.5%,40.9%
Seoul,2,Hard,5,3,2,60.0%,2,1,1,50.0%,2019,2025,SF,5,1.17,6.0%,4.7%,53.6%,70.0%,53.1%,62.1%,44.2%,53.3%,36.0%
Cleveland,2,Hard,5,3,2,60.0%,0,0,0,-,2024,2025,R16,5,0.97,2.1%,3.5%,59.8%,61.3%,50.4%,56.9%,41.9%,55.3%,53.3%
Cincinnati,3,Hard,8,4,4,50.0%,1,0,1,0.0%,2019,2025,R32,8,1.03,6.1%,5.2%,59.2%,67.3%,46.9%,59.0%,42.2%,58.7%,42.9%
