Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),353,180,138,1653,114,1648,,,,,161,492,,
2025,279,251,117,1683,101,1663,,,,,160,502
2024,61,983,101,1700,76,1687,158,1528,114,1536,83,1044
2023,100,755,112,1658,90,1652,172,1507,100,1549,,
2022,412,115,,,,,,,,,,
2021,309,215,162,1559,150,1555,218,1388,128,1496,,
2020,95,795,,,,,,,,,79,1190
2019,48,1165,78,1757,69,1735,169,1511,82,1607,70,1260
2018,70,807,113,1658,92,1657,160,1496,114,1525,92,929
2017,170,336,142,1576,141,1556,,,,,221,315
2016,116,516,135,1620,128,1591,160,1475,121,1521,80,1026
2015,136,412,141,1592,144,1542,143,1501,110,1538,51,1525
2014,180,288,214,1482,211,1449,,,,,153,428
2013,342,134,,,,,,,,,422,123
2012,473,68,,,,,,,,,605,54
