Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Hong Kong R16,L vs Bencic,18.0%,21.3%,44.7%,26.7%,30.0%,59.1%,46.2%,29.4%,33.3%,10.7%,14.3%,32.0%,18.8%,8.3%,0.0%,-7
2025 Guangzhou R16,L vs Sun,26.0%,36.0%,37.1%,32.1%,42.9%,36.8%,77.8%,42.1%,75.0%,20.0%,30.0%,37.5%,50.0%,0.0%,0.0%,6
2025 Cincinnati R128,L vs Stearns,31.9%,36.2%,14.8%,43.8%,46.9%,16.7%,47.1%,26.7%,0.0%,10.0%,20.0%,11.1%,0.0%,0.0%,0.0%,-42
2025 Australian Open R64,L vs Kasatkina,10.0%,20.0%,39.5%,6.5%,22.6%,48.3%,50.0%,29.4%,28.6%,17.6%,17.6%,21.4%,37.5%,44.4%,100.0%,23
2024 US Open R16,L vs Badosa,16.7%,20.8%,41.0%,18.8%,25.0%,50.0%,63.2%,38.5%,0.0%,13.3%,13.3%,23.1%,66.7%,33.3%,33.3%,-28
2024 Nottingham R32,L vs Krueger,21.3%,29.5%,40.4%,23.1%,35.9%,50.0%,52.4%,55.6%,0.0%,19.0%,19.0%,23.5%,55.6%,16.7%,0.0%,-49
2024 Austin QF,L vs Yuan,16.3%,21.3%,43.8%,22.0%,28.8%,47.8%,65.2%,47.2%,33.3%,0.0%,0.0%,33.3%,9.1%,57.1%,100.0%,-119
2024 Australian Open R32,L vs Zheng,27.4%,36.8%,49.3%,31.0%,42.3%,44.9%,67.7%,55.0%,50.0%,21.2%,27.3%,57.7%,66.7%,44.4%,50.0%,-35
2020 Monterrey QF,L vs Bouzkova,12.3%,19.2%,41.0%,20.5%,27.3%,45.7%,52.6%,40.0%,37.5%,0.0%,7.7%,34.6%,15.4%,38.5%,0.0%,-119
2020 Shenzhen R32,W vs Sorribes Tormo,9.6%,19.3%,51.4%,13.2%,24.5%,54.3%,55.6%,38.5%,42.9%,3.7%,11.1%,46.2%,27.3%,25.0%,0.0%,-80
2019 Beijing R32,L vs Svitolina,9.1%,16.2%,50.6%,11.7%,20.0%,56.6%,38.1%,43.6%,42.9%,6.3%,12.5%,40.0%,26.3%,7.7%,0.0%,-60
2019 Seoul SF,L vs Muchova,18.3%,30.5%,53.2%,21.1%,42.1%,56.7%,62.5%,45.5%,50.0%,17.9%,23.1%,50.0%,18.8%,34.8%,33.3%,33
2019 Roland Garros R128,L vs Vondrousova,9.4%,17.2%,47.4%,8.1%,21.6%,55.9%,63.2%,22.2%,25.0%,11.5%,11.5%,34.8%,100.0%,7.1%,0.0%,-59
2019 Miami R16,L vs Wang,12.7%,19.7%,56.7%,20.5%,33.3%,61.3%,55.0%,42.1%,25.0%,3.3%,3.3%,51.7%,7.7%,41.2%,50.0%,-83
2019 Miami R64,W vs Svitolina,24.6%,28.1%,50.0%,27.0%,32.4%,55.6%,68.4%,55.6%,50.0%,21.1%,21.1%,40.0%,0.0%,38.5%,-,-43
2019 Indian Wells R128,L vs Kenin,17.2%,26.3%,49.4%,25.9%,39.7%,53.5%,45.5%,27.8%,22.2%,5.6%,8.3%,44.1%,4.3%,0.0%,0.0%,-62
2019 Acapulco F,W vs Kenin,28.2%,34.1%,47.4%,31.5%,40.7%,48.6%,66.7%,50.0%,20.0%,25.9%,25.9%,45.0%,21.4%,7.7%,-,52
2019 Acapulco SF,W vs Vekic,13.4%,20.9%,45.3%,19.0%,26.2%,41.2%,63.6%,50.0%,60.0%,5.0%,15.0%,52.6%,44.4%,27.3%,-,-73
2019 Acapulco QF,W vs Haddad Maia,22.0%,27.1%,54.3%,24.3%,32.4%,57.1%,41.2%,35.0%,0.0%,18.2%,18.2%,50.0%,90.9%,0.0%,0.0%,-104
2019 Hua Hin QF,L vs Linette,13.5%,24.3%,47.5%,16.3%,30.2%,47.2%,72.7%,57.1%,57.1%,11.5%,19.2%,47.8%,41.7%,57.1%,37.5%,-7
Last 52 Weeks (3 matches),,24.7%,30.4%,34.9%,34.4%,40.0%,39.0%,53.8%,33.3%,45.5%,13.8%,20.7%,30.0%,30.3%,4.0%,0.0%,17
Career (24 matches),,16.7%,23.7%,45.8%,20.7%,30.0%,48.6%,57.1%,41.8%,37.7%,11.7%,15.2%,41.3%,31.9%,26.2%,20.8%,0
