Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,8,2,6,25.0%,6-12,33.3%,67-90,42.7%,1-0,100.0%,8,44.9%,39.7%,0.2%,2.4%,77.6%,49.6%,46.3%,48.9%,45.3%,47.1%,0.89,R16 (2x)
2024,20,6,14,30.0%,16-33,32.7%,197-257,43.4%,1-4,20.0%,1,53.3%,50.0%,0.0%,1.7%,83.5%,51.5%,45.0%,50.4%,50.0%,50.2%,1.01,QF (W75 Prerov)
2023,25,8,17,32.0%,21-37,36.2%,247-290,46.0%,1-3,25.0%,4,27.8%,36.1%,1.2%,3.9%,73.2%,46.8%,29.0%,42.0%,42.8%,42.4%,0.74,QF (2x)
2022,32,15,17,46.9%,38-40,48.7%,359-355,50.3%,3-6,33.3%,0,,,,,,,,,,,,SF (3x)
2021,33,18,15,54.5%,39-39,50.0%,348-369,48.5%,3-1,75.0%,0,,,,,,,,,,,,SF (3x)
2020,13,8,5,61.5%,20-11,64.5%,150-119,55.8%,0-0,-,0,,,,,,,,,,,,W (W15 Antalya)
2019,45,27,18,60.0%,57-44,56.4%,484-427,53.1%,5-0,100.0%,0,,,,,,,,,,,,W (2x)
2018,68,41,27,60.3%,86-64,57.3%,732-625,53.9%,8-10,44.4%,0,,,,,,,,,,,,W (Antalya $15K)
2017,47,30,17,63.8%,63-39,61.8%,501-405,55.3%,2-4,33.3%,0,,,,,,,,,,,,F (4x)
2016,20,13,7,65.0%,30-15,66.7%,231-151,60.5%,0-1,0.0%,0,,,,,,,,,,,,W (Kazan $10K)
2015,28,20,8,71.4%,43-20,68.3%,339-230,59.6%,2-3,40.0%,0,,,,,,,,,,,,F (Telavi $10K)
2013,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (Batumi 25K)
Career,340,188,152,55.3%,419-356,54.1%,3660-3330,52.4%,26-32,44.8%,13,41.1%,39.8%,0.4%,2.7%,77.1%,49.2%,40.5%,47.2%,45.2%,46.2%,0.85,
