Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),748,49,482,1176,464,1149,431,1159,,,343,232,,
2025,700,55,478,1176,466,1149,438,1159,,,154,516
2024,563,81,434,1283,442,1221,384,1245,,,107,770
2023,414,140,373,1275,362,1240,362,1225,,,,
2022,431,105,,,,,,,,,,
2021,294,233,,,,,,,,,,
2020,343,151,,,,,,,,,200,425
2019,361,131,,,,,,,,,184,413
2018,380,90,,,,,,,,,236,297
2017,432,86,,,,,,,,,439,116
2016,677,29,,,,,,,,,640,51
2015,694,27,,,,,,,,,889,22
