Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 Gdynia R16,L vs Parrizas Diaz,92.1%,44.8%,1.6%,1/0,2.42,1.8%,100.0%,39.1%,0.0%,2.38,2.6%,80.0%,66.7%,6.7%,2.51,0.0%
2021 Gdynia R32,W vs Tan,88.6%,55.7%,3.8%,2/1,2.54,1.9%,81.4%,51.4%,0.0%,2.58,3.0%,100.0%,60.0%,8.6%,2.47,0.0%
Career (2 matches),,90.1%,50.8%,2.8%,75.0%,2.48,1.9%,91.0%,44.4%,0.0%,2.47,2.8%,94.0%,61.7%,8.0%,2.49,0.0%
