Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,3,2,1,66.7%,4-2,66.7%,27-25,51.9%,0-0,-,3,74.1%,28.0%,7.3%,4.7%,58.0%,72.4%,55.6%,65.3%,39.4%,51.9%,1.14,R16 (Bangkok)
2019,23,10,13,43.5%,25-30,45.5%,271-282,49.0%,5-7,41.7%,23,76.6%,22.2%,6.6%,4.5%,66.3%,70.7%,48.4%,63.2%,36.7%,49.9%,1.00,SF (Zhuhai)
2018,40,19,21,47.5%,41-45,47.7%,406-421,49.1%,3-8,27.3%,38,75.2%,24.2%,7.3%,5.3%,62.4%,69.6%,46.0%,60.7%,39.2%,50.1%,1.00,W (Chengdu)
2017,38,24,14,63.2%,54-32,62.8%,437-376,53.8%,5-4,55.6%,37,79.3%,29.1%,8.1%,3.9%,66.5%,70.7%,49.8%,63.7%,40.3%,51.7%,1.11,W (San Francisco)
2016,46,25,21,54.3%,58-50,53.7%,537-509,51.3%,4-11,26.7%,46,77.9%,25.4%,7.8%,4.3%,64.8%,69.9%,50.8%,63.2%,38.7%,50.9%,1.05,F (2x)
2015,37,20,17,54.1%,41-39,51.2%,378-371,50.5%,5-5,50.0%,33,71.3%,28.8%,5.4%,5.4%,64.6%,66.2%,48.5%,59.9%,40.9%,50.4%,1.02,SF (3x)
2014,27,15,12,55.6%,34-24,58.6%,289-240,54.6%,1-3,25.0%,27,75.1%,34.6%,5.4%,5.2%,63.5%,67.1%,49.6%,60.7%,43.3%,51.8%,1.10,SF (2x)
2013,25,16,9,64.0%,36-24,60.0%,319-269,54.3%,5-6,45.5%,25,77.6%,31.0%,6.4%,4.5%,66.3%,69.7%,48.9%,62.6%,41.7%,52.1%,1.12,SF (2x)
2012,28,16,12,57.1%,37-28,56.9%,325-302,51.8%,2-5,28.6%,28,77.3%,27.0%,7.5%,6.4%,57.5%,71.7%,50.1%,62.5%,39.9%,51.1%,1.07,QF (6x)
2011,9,2,7,22.2%,5-13,27.8%,78-95,45.1%,0-2,0.0%,9,69.2%,22.8%,5.5%,4.9%,65.8%,68.0%,45.7%,60.4%,38.6%,48.8%,0.98,QF (Ningbo)
2010,12,7,5,58.3%,13-12,52.0%,127-123,50.8%,1-2,33.3%,11,73.7%,27.6%,5.1%,6.8%,67.8%,67.7%,43.3%,59.8%,40.5%,50.0%,1.01,F (Fergana)
Career,288,156,132,54.2%,348-299,53.8%,3194-3013,51.5%,31-53,36.9%,280,76.1%,27.3%,6.8%,5.0%,64.2%,69.4%,48.8%,62.0%,40.0%,50.9%,1.05,
